freq_Hz,on_axis_dB,listening_window_dB,early_reflections_dB,sound_power_dB,DI_dB,PIR_dB
12491.689,6.0202,3.2524,nan,nan,nan,nan
12607.506,6.0202,3.2327,nan,nan,nan,nan
12724.397,6.0202,3.2123,nan,nan,nan,nan
12842.371,6.0202,3.1912,nan,nan,nan,nan
12961.440,6.0202,3.1694,nan,nan,nan,nan
13081.612,6.0202,3.1471,nan,nan,nan,nan
13202.898,6.0203,3.1290,nan,nan,nan,nan
13325.309,6.0203,3.1276,nan,nan,nan,nan
13448.855,6.0203,3.1252,nan,nan,nan,nan
13573.546,6.0203,3.1218,nan,nan,nan,nan
13699.393,6.0203,3.1174,nan,nan,nan,nan
13826.408,6.0203,3.1119,nan,nan,nan,nan
13954.599,6.0203,3.1052,nan,nan,nan,nan
14083.980,6.0203,3.0973,nan,nan,nan,nan
14214.559,6.0203,3.0882,nan,nan,nan,nan
14346.350,6.0203,3.0779,nan,nan,nan,nan
14479.362,6.0204,3.0662,nan,nan,nan,nan
14613.608,6.0204,3.0533,nan,nan,nan,nan
14749.098,6.0204,3.0389,nan,nan,nan,nan
14885.845,6.0204,3.0232,nan,nan,nan,nan
15023.859,6.0204,3.0061,nan,nan,nan,nan
15163.153,6.0204,2.9876,nan,nan,nan,nan
15303.738,6.0204,2.9676,nan,nan,nan,nan
15445.627,6.0204,2.9462,nan,nan,nan,nan
15588.832,6.0204,2.9234,nan,nan,nan,nan
15733.364,6.0204,2.8991,nan,nan,nan,nan
15879.236,6.0204,2.8733,nan,nan,nan,nan
16026.460,6.0204,2.8461,nan,nan,nan,nan
16175.050,6.0204,2.8176,nan,nan,nan,nan
16325.017,6.0205,2.7876,nan,nan,nan,nan
16476.375,6.0205,2.7563,nan,nan,nan,nan
16629.136,6.0205,2.7237,nan,nan,nan,nan
16783.313,6.0205,2.6898,nan,nan,nan,nan
16938.920,6.0205,2.6547,nan,nan,nan,nan
17095.969,6.0205,2.6184,nan,nan,nan,nan
17254.475,6.0205,2.5811,nan,nan,nan,nan
17414.450,6.0205,2.5427,nan,nan,nan,nan
17575.908,6.0205,2.5035,nan,nan,nan,nan
17738.863,6.0205,2.4634,nan,nan,nan,nan
17903.329,6.0205,2.4226,nan,nan,nan,nan
18069.320,6.0205,2.3812,nan,nan,nan,nan
18236.850,6.0205,2.3393,nan,nan,nan,nan
18405.934,6.0205,2.2970,nan,nan,nan,nan
18576.585,6.0205,2.2545,nan,nan,nan,nan
18748.818,6.0205,2.2119,nan,nan,nan,nan
18922.648,6.0205,2.1693,nan,nan,nan,nan
19098.089,6.0205,2.1270,nan,nan,nan,nan
19275.157,6.0205,2.1063,nan,nan,nan,nan
19453.867,6.0205,2.1101,nan,nan,nan,nan
19634.234,6.0205,2.1134,nan,nan,nan,nan
19816.273,6.0205,2.1162,nan,nan,nan,nan
20000.000,6.0205,2.1183,nan,nan,nan,nan
