freq_Hz,anechoic_dB,inroom_dB,level_corr_dB,post_dsp_dB,room_gain_dB,room_hf_abs_dB,room_tf_dB,harman_target_dB,dsp_correction_dB,dsp_correction_smoothed_dB,woofer_dB,mid_dB,tweeter_dB
108.24,-2.7543,2.2276,2.2276,1.6107,4.9818,-0.0000,4.9818,1.6118,-0.6158,-0.6169,-3.4053,-25.5825,-118.1672
108.62,-2.7368,2.2147,2.2147,1.6037,4.9515,-0.0000,4.9515,1.6057,-0.6090,-0.6110,-3.3992,-25.4203,-117.9935
109.00,-2.7192,2.2020,2.2020,1.5969,4.9212,-0.0000,4.9212,1.5996,-0.6024,-0.6051,-3.3931,-25.2580,-117.8196
109.38,-2.7013,2.1895,2.1895,1.5902,4.8908,-0.0000,4.8908,1.5935,-0.5960,-0.5994,-3.3870,-25.0956,-117.6456
109.76,-2.6833,2.1773,2.1773,1.5836,4.8605,-0.0000,4.8605,1.5874,-0.5898,-0.5936,-3.3810,-24.9330,-117.4713
110.15,-2.6650,2.1652,2.1652,1.5772,4.8302,-0.0000,4.8302,1.5814,-0.5838,-0.5880,-3.3749,-24.7703,-117.2969
110.54,-2.6465,2.1533,2.1533,1.5709,4.7999,-0.0000,4.7999,1.5753,-0.5780,-0.5824,-3.3688,-24.6075,-117.1223
110.92,-2.6279,2.1417,2.1417,1.5648,4.7695,-0.0000,4.7695,1.5692,-0.5724,-0.5769,-3.3628,-24.4446,-116.9475
111.31,-2.6090,2.1302,2.1302,1.5589,4.7392,-0.0000,4.7392,1.5632,-0.5671,-0.5714,-3.3567,-24.2815,-116.7725
111.70,-2.5899,2.1190,2.1190,1.5531,4.7089,-0.0000,4.7089,1.5571,-0.5619,-0.5660,-3.3507,-24.1183,-116.5973
112.10,-2.5705,2.1080,2.1080,1.5475,4.6786,-0.0000,4.6786,1.5511,-0.5570,-0.5606,-3.3447,-23.9550,-116.4220
112.49,-2.5510,2.0973,2.0973,1.5420,4.6482,-0.0000,4.6482,1.5450,-0.5523,-0.5552,-3.3386,-23.7916,-116.2464
112.88,-2.5312,2.0867,2.0867,1.5368,4.6179,-0.0000,4.6179,1.5390,-0.5478,-0.5499,-3.3326,-23.6280,-116.0707
113.28,-2.5118,2.0758,2.0758,1.5311,4.5876,-0.0000,4.5876,1.5329,-0.5429,-0.5446,-3.3266,-23.4713,-115.8948
113.68,-2.4934,2.0639,2.0639,1.5244,4.5573,-0.0000,4.5573,1.5269,-0.5370,-0.5395,-3.3206,-23.3273,-115.7187
114.08,-2.4748,2.0522,2.0522,1.5177,4.5269,-0.0000,4.5269,1.5209,-0.5313,-0.5345,-3.3147,-23.1833,-115.5424
114.48,-2.4560,2.0406,2.0406,1.5111,4.4966,-0.0000,4.4966,1.5148,-0.5258,-0.5296,-3.3087,-23.0392,-115.3843
114.88,-2.4370,2.0293,2.0293,1.5044,4.4663,-0.0000,4.4663,1.5088,-0.5204,-0.5248,-3.3028,-22.8951,-115.2279
115.28,-2.4179,2.0181,2.0181,1.4979,4.4360,-0.0000,4.4360,1.5028,-0.5153,-0.5202,-3.2968,-22.7509,-115.0713
115.69,-2.3986,2.0071,2.0071,1.4914,4.4056,-0.0000,4.4056,1.4968,-0.5103,-0.5157,-3.2909,-22.6066,-114.9146
116.09,-2.3791,1.9962,1.9962,1.4849,4.3753,-0.0000,4.3753,1.4908,-0.5054,-0.5114,-3.2850,-22.4624,-114.7578
116.50,-2.3594,1.9856,1.9856,1.4785,4.3450,-0.0000,4.3450,1.4848,-0.5008,-0.5071,-3.2792,-22.3180,-114.6008
116.91,-2.3395,1.9751,1.9751,1.4721,4.3147,-0.0000,4.3147,1.4788,-0.4963,-0.5031,-3.2733,-22.1737,-114.4438
117.32,-2.3195,1.9649,1.9649,1.4658,4.2843,-0.0000,4.2843,1.4728,-0.4920,-0.4991,-3.2675,-22.0293,-114.2866
117.73,-2.2992,1.9548,1.9548,1.4595,4.2540,-0.0000,4.2540,1.4669,-0.4879,-0.4953,-3.2617,-21.8848,-114.1292
118.14,-2.2788,1.9449,1.9449,1.4533,4.2237,-0.0000,4.2237,1.4609,-0.4840,-0.4916,-3.2559,-21.7403,-113.9718
118.56,-2.2582,1.9352,1.9352,1.4471,4.1934,-0.0000,4.1934,1.4549,-0.4803,-0.4881,-3.2502,-21.5957,-113.8142
118.97,-2.2374,1.9257,1.9257,1.4410,4.1630,-0.0000,4.1630,1.4490,-0.4767,-0.4847,-3.2444,-21.4512,-113.6565
119.39,-2.2163,1.9164,1.9164,1.4350,4.1327,-0.0000,4.1327,1.4430,-0.4733,-0.4814,-3.2387,-21.3065,-113.4987
119.81,-2.1951,1.9073,1.9073,1.4290,4.1024,-0.0000,4.1024,1.4371,-0.4702,-0.4782,-3.2331,-21.1619,-113.3408
120.23,-2.1738,1.8982,1.8982,1.4230,4.0721,-0.0000,4.0721,1.4312,-0.4671,-0.4752,-3.2274,-21.0181,-113.1827
120.65,-2.1523,1.8894,1.8894,1.4170,4.0417,-0.0000,4.0417,1.4252,-0.4641,-0.4724,-3.2218,-20.8745,-113.0245
121.08,-2.1307,1.8808,1.8808,1.4111,4.0114,-0.0000,4.0114,1.4193,-0.4614,-0.4697,-3.2163,-20.7308,-112.8671
121.50,-2.1088,1.8723,1.8723,1.4052,3.9811,-0.0000,3.9811,1.4134,-0.4589,-0.4671,-3.2107,-20.5871,-112.7113
121.93,-2.0867,1.8641,1.8641,1.3993,3.9508,-0.0000,3.9508,1.4075,-0.4565,-0.4647,-3.2053,-20.4434,-112.5554
122.36,-2.0644,1.8560,1.8560,1.3935,3.9204,-0.0000,3.9204,1.4016,-0.4544,-0.4625,-3.1998,-20.2996,-112.3994
122.78,-2.0419,1.8482,1.8482,1.3878,3.8901,-0.0000,3.8901,1.3958,-0.4524,-0.4604,-3.1944,-20.1558,-112.2432
123.22,-2.0192,1.8405,1.8405,1.3820,3.8598,-0.0000,3.8598,1.3899,-0.4507,-0.4585,-3.1890,-20.0120,-112.0870
123.65,-1.9963,1.8331,1.8331,1.3764,3.8295,-0.0000,3.8295,1.3840,-0.4491,-0.4567,-3.1837,-19.8682,-111.9306
124.08,-1.9732,1.8259,1.8259,1.3708,3.7991,-0.0000,3.7991,1.3781,-0.4477,-0.4551,-3.1784,-19.7243,-111.7741
124.52,-1.9499,1.8189,1.8189,1.3652,3.7688,-0.0000,3.7688,1.3723,-0.4466,-0.4537,-3.1732,-19.5804,-111.6174
124.95,-1.9264,1.8121,1.8121,1.3597,3.7385,-0.0000,3.7385,1.3665,-0.4456,-0.4524,-3.1680,-19.4365,-111.4607
125.39,-1.9027,1.8055,1.8055,1.3542,3.7082,-0.0000,3.7082,1.3606,-0.4449,-0.4513,-3.1629,-19.2926,-111.3038
125.83,-1.8787,1.7991,1.7991,1.3488,3.6778,-0.0000,3.6778,1.3548,-0.4443,-0.4503,-3.1578,-19.1487,-111.1468
126.27,-1.8546,1.7930,1.7930,1.3435,3.6475,-0.0000,3.6475,1.3490,-0.4440,-0.4495,-3.1528,-19.0048,-110.9897
126.72,-1.8302,1.7870,1.7870,1.3382,3.6172,-0.0000,3.6172,1.3432,-0.4438,-0.4488,-3.1479,-18.8609,-110.8324
127.16,-1.8060,1.7809,1.7809,1.3326,3.5869,-0.0000,3.5869,1.3374,-0.4435,-0.4483,-3.1430,-18.7196,-110.6751
127.61,-1.7822,1.7744,1.7744,1.3265,3.5565,-0.0000,3.5565,1.3316,-0.4428,-0.4479,-3.1382,-18.5826,-110.5176
128.06,-1.7582,1.7680,1.7680,1.3205,3.5262,-0.0000,3.5262,1.3258,-0.4422,-0.4475,-3.1334,-18.4456,-110.3600
128.51,-1.7340,1.7619,1.7619,1.3146,3.4959,-0.0000,3.4959,1.3201,-0.4418,-0.4473,-3.1287,-18.3087,-110.1993
128.96,-1.7096,1.7559,1.7559,1.3088,3.4656,-0.0000,3.4656,1.3143,-0.4416,-0.4472,-3.1241,-18.1718,-110.0375
129.41,-1.6851,1.7502,1.7502,1.3031,3.4352,-0.0000,3.4352,1.3086,-0.4416,-0.4471,-3.1196,-18.0349,-109.8757
129.86,-1.6603,1.7446,1.7446,1.2975,3.4049,-0.0000,3.4049,1.3028,-0.4418,-0.4471,-3.1151,-17.8980,-109.7136
130.32,-1.6354,1.7392,1.7392,1.2920,3.3746,-0.0000,3.3746,1.2971,-0.4421,-0.4472,-3.1107,-17.7612,-109.5515
130.78,-1.6102,1.7340,1.7340,1.2866,3.3443,-0.0000,3.3443,1.2914,-0.4426,-0.4474,-3.1064,-17.6244,-109.3892
131.24,-1.5849,1.7290,1.7290,1.2814,3.3139,-0.0000,3.3139,1.2857,-0.4433,-0.4476,-3.1022,-17.4876,-109.2268
131.70,-1.5594,1.7242,1.7242,1.2763,3.2836,-0.0000,3.2836,1.2800,-0.4442,-0.4479,-3.0981,-17.3509,-109.0642
132.16,-1.5337,1.7196,1.7196,1.2713,3.2533,-0.0000,3.2533,1.2743,-0.4453,-0.4483,-3.0940,-17.2142,-108.9015
132.62,-1.5078,1.7152,1.7152,1.2664,3.2230,-0.0000,3.2230,1.2686,-0.4465,-0.4488,-3.0901,-17.0776,-108.7386
133.09,-1.4817,1.7109,1.7109,1.2617,3.1926,-0.0000,3.1926,1.2630,-0.4480,-0.4493,-3.0863,-16.9410,-108.5756
133.55,-1.4554,1.7069,1.7069,1.2571,3.1623,-0.0000,3.1623,1.2573,-0.4496,-0.4498,-3.0825,-16.8045,-108.4124
134.02,-1.4289,1.7030,1.7030,1.2526,3.1320,-0.0000,3.1320,1.2517,-0.4514,-0.4504,-3.0789,-16.6680,-108.2492
134.49,-1.4023,1.6994,1.6994,1.2483,3.1017,-0.0000,3.1017,1.2461,-0.4533,-0.4511,-3.0753,-16.5316,-108.0857
134.97,-1.3774,1.6939,1.6939,1.2421,3.0713,-0.0000,3.0713,1.2404,-0.4535,-0.4518,-3.0719,-16.4066,-107.9221
135.44,-1.3526,1.6884,1.6884,1.2358,3.0410,-0.0000,3.0410,1.2348,-0.4535,-0.4526,-3.0686,-16.2828,-107.7584
135.91,-1.3277,1.6830,1.6830,1.2295,3.0107,-0.0000,3.0107,1.2292,-0.4537,-0.4535,-3.0654,-16.1592,-107.5914
136.39,-1.3027,1.6777,1.6777,1.2232,2.9804,-0.0000,2.9804,1.2237,-0.4540,-0.4544,-3.0624,-16.0357,-107.4115
136.87,-1.2775,1.6725,1.6725,1.2171,2.9500,-0.0000,2.9500,1.2181,-0.4544,-0.4554,-3.0594,-15.9123,-107.2315
137.35,-1.2523,1.6674,1.6674,1.2110,2.9197,-0.0000,2.9197,1.2125,-0.4549,-0.4565,-3.0566,-15.7890,-107.0512
137.83,-1.2269,1.6625,1.6625,1.2049,2.8894,-0.0000,2.8894,1.2070,-0.4555,-0.4576,-3.0539,-15.6659,-106.8708
138.32,-1.2013,1.6577,1.6577,1.1989,2.8591,-0.0000,2.8591,1.2014,-0.4563,-0.4588,-3.0514,-15.5429,-106.6901
138.80,-1.1757,1.6530,1.6530,1.1930,2.8287,-0.0000,2.8287,1.1959,-0.4571,-0.4600,-3.0490,-15.4200,-106.5092
139.29,-1.1499,1.6485,1.6485,1.1872,2.7984,-0.0000,2.7984,1.1904,-0.4580,-0.4613,-3.0467,-15.2973,-106.3282
139.78,-1.1241,1.6440,1.6440,1.1814,2.7681,-0.0000,2.7681,1.1849,-0.4591,-0.4626,-3.0446,-15.1747,-106.1469
140.27,-1.0981,1.6397,1.6397,1.1757,2.7378,-0.0000,2.7378,1.1794,-0.4602,-0.4639,-3.0427,-15.0523,-105.9654
140.76,-1.0720,1.6354,1.6354,1.1701,2.7074,-0.0000,2.7074,1.1740,-0.4615,-0.4653,-3.0409,-14.9300,-105.7837
141.25,-1.0458,1.6313,1.6313,1.1646,2.6771,-0.0000,2.6771,1.1685,-0.4628,-0.4667,-3.0393,-14.8079,-105.6018
141.75,-1.0195,1.6273,1.6273,1.1591,2.6468,-0.0000,2.6468,1.1631,-0.4642,-0.4682,-3.0378,-14.6859,-105.4196
142.25,-0.9931,1.6234,1.6234,1.1537,2.6165,-0.0000,2.6165,1.1576,-0.4658,-0.4696,-3.0365,-14.5641,-105.2373
142.75,-0.9666,1.6196,1.6196,1.1484,2.5861,-0.0000,2.5861,1.1522,-0.4674,-0.4711,-3.0354,-14.4425,-105.0548
143.25,-0.9400,1.6158,1.6158,1.1432,2.5558,-0.0000,2.5558,1.1468,-0.4691,-0.4726,-3.0345,-14.3210,-104.8720
143.75,-0.9133,1.6122,1.6122,1.1380,2.5255,-0.0000,2.5255,1.1414,-0.4708,-0.4742,-3.0338,-14.1998,-104.6890
144.26,-0.8865,1.6087,1.6087,1.1329,2.4952,-0.0000,2.4952,1.1360,-0.4727,-0.4758,-3.0332,-14.0787,-104.5043
144.76,-0.8596,1.6052,1.6052,1.1279,2.4648,-0.0000,2.4648,1.1306,-0.4746,-0.4774,-3.0329,-13.9578,-104.3185
145.27,-0.8326,1.6019,1.6019,1.1229,2.4345,-0.0000,2.4345,1.1253,-0.4766,-0.4790,-3.0327,-13.8371,-104.1324
145.78,-0.8056,1.5986,1.5986,1.1180,2.4042,-0.0000,2.4042,1.1199,-0.4787,-0.4806,-3.0328,-13.7166,-103.9461
146.29,-0.7784,1.5954,1.5954,1.1132,2.3739,-0.0000,2.3739,1.1146,-0.4808,-0.4822,-3.0331,-13.5963,-103.7596
146.80,-0.7512,1.5923,1.5923,1.1084,2.3435,-0.0000,2.3435,1.1093,-0.4830,-0.4839,-3.0336,-13.4763,-103.5728
147.32,-0.7240,1.5892,1.5892,1.1037,2.3132,-0.0000,2.3132,1.1040,-0.4852,-0.4855,-3.0344,-13.3564,-103.3859
147.84,-0.6966,1.5863,1.5863,1.0991,2.2829,-0.0000,2.2829,1.0987,-0.4875,-0.4871,-3.0353,-13.2368,-103.1987
148.36,-0.6692,1.5833,1.5833,1.0946,2.2526,-0.0000,2.2526,1.0934,-0.4899,-0.4887,-3.0366,-13.1174,-103.0112
148.88,-0.6418,1.5805,1.5805,1.0901,2.2222,-0.0000,2.2222,1.0882,-0.4923,-0.4903,-3.0380,-12.9983,-102.8236
149.40,-0.6142,1.5777,1.5777,1.0858,2.1919,-0.0000,2.1919,1.0829,-0.4948,-0.4919,-3.0397,-12.8793,-102.6357
149.92,-0.5867,1.5749,1.5749,1.0815,2.1616,-0.0000,2.1616,1.0777,-0.4972,-0.4935,-3.0417,-12.7607,-102.4475
150.45,-0.5590,1.5722,1.5722,1.0772,2.1313,-0.0000,2.1313,1.0725,-0.4997,-0.4950,-3.0439,-12.6423,-102.2592
150.98,-0.5314,1.5696,1.5696,1.0731,2.1009,-0.0000,2.1009,1.0673,-0.5023,-0.4965,-3.0464,-12.5241,-102.0706
151.51,-0.5050,1.5656,1.5656,1.0677,2.0706,-0.0000,2.0706,1.0621,-0.5035,-0.4979,-3.0492,-12.4117,-101.8818
152.04,-0.4788,1.5614,1.5614,1.0622,2.0403,-0.0000,2.0403,1.0569,-0.5045,-0.4993,-3.0523,-12.3000,-101.6927
152.57,-0.4526,1.5573,1.5573,1.0567,2.0100,-0.0000,2.0100,1.0517,-0.5056,-0.5006,-3.0557,-12.1887,-101.5026
153.11,-0.4265,1.5532,1.5532,1.0513,1.9796,-0.0000,1.9796,1.0466,-0.5066,-0.5019,-3.0593,-12.0776,-101.3005
153.64,-0.4003,1.5490,1.5490,1.0460,1.9493,-0.0000,1.9493,1.0415,-0.5076,-0.5031,-3.0633,-11.9669,-101.0982
154.18,-0.3741,1.5448,1.5448,1.0406,1.9190,-0.0000,1.9190,1.0363,-0.5085,-0.5042,-3.0676,-11.8565,-100.8955
154.73,-0.3480,1.5406,1.5406,1.0354,1.8887,-0.0000,1.8887,1.0312,-0.5094,-0.5052,-3.0722,-11.7464,-100.6925
155.27,-0.3219,1.5364,1.5364,1.0302,1.8583,-0.0000,1.8583,1.0261,-0.5102,-0.5062,-3.0772,-11.6367,-100.4893
155.81,-0.2959,1.5321,1.5321,1.0250,1.8280,-0.0000,1.8280,1.0211,-0.5110,-0.5071,-3.0824,-11.5273,-100.2858
156.36,-0.2699,1.5278,1.5278,1.0199,1.7977,-0.0000,1.7977,1.0160,-0.5118,-0.5079,-3.0881,-11.4183,-100.0820
156.91,-0.2440,1.5234,1.5234,1.0149,1.7674,-0.0000,1.7674,1.0110,-0.5124,-0.5085,-3.0940,-11.3096,-99.8779
157.46,-0.2181,1.5189,1.5189,1.0099,1.7370,-0.0000,1.7370,1.0059,-0.5130,-0.5091,-3.1004,-11.2013,-99.6735
158.01,-0.1923,1.5144,1.5144,1.0049,1.7067,-0.0000,1.7067,1.0009,-0.5135,-0.5095,-3.1071,-11.0934,-99.4688
158.57,-0.1665,1.5098,1.5098,1.0001,1.6764,-0.0000,1.6764,0.9959,-0.5139,-0.5098,-3.1142,-10.9859,-99.2638
159.12,-0.1409,1.5052,1.5052,0.9952,1.6461,-0.0000,1.6461,0.9909,-0.5142,-0.5099,-3.1216,-10.8788,-99.0586
159.68,-0.1153,1.5004,1.5004,0.9905,1.6157,-0.0000,1.6157,0.9860,-0.5145,-0.5100,-3.1295,-10.7720,-98.8530
160.24,-0.0898,1.4956,1.4956,0.9858,1.5854,-0.0000,1.5854,0.9810,-0.5146,-0.5098,-3.1378,-10.6656,-98.6472
160.80,-0.0643,1.4908,1.4908,0.9812,1.5551,-0.0000,1.5551,0.9761,-0.5147,-0.5096,-3.1464,-10.5594,-98.4410
161.37,-0.0389,1.4859,1.4859,0.9765,1.5248,-0.0000,1.5248,0.9711,-0.5147,-0.5094,-3.1555,-10.4536,-98.2346
161.93,-0.0136,1.4808,1.4808,0.9717,1.4944,-0.0000,1.4944,0.9662,-0.5146,-0.5091,-3.1651,-10.3482,-98.0271
162.50,0.0115,1.4756,1.4756,0.9670,1.4641,-0.0000,1.4641,0.9613,-0.5143,-0.5087,-3.1750,-10.2433,-97.8183
163.07,0.0366,1.4703,1.4703,0.9621,1.4338,-0.0000,1.4338,0.9565,-0.5139,-0.5082,-3.1854,-10.1388,-97.6093
163.65,0.0615,1.4649,1.4649,0.9572,1.4035,-0.0000,1.4035,0.9516,-0.5133,-0.5077,-3.1963,-10.0348,-97.4000
164.22,0.0862,1.4593,1.4593,0.9522,1.3731,-0.0000,1.3731,0.9468,-0.5126,-0.5071,-3.2076,-9.9313,-97.1903
164.80,0.1108,1.4536,1.4536,0.9472,1.3428,-0.0000,1.3428,0.9419,-0.5117,-0.5064,-3.2194,-9.8283,-96.9804
165.37,0.1353,1.4477,1.4477,0.9421,1.3125,-0.0000,1.3125,0.9371,-0.5106,-0.5056,-3.2317,-9.7258,-96.7701
165.95,0.1595,1.4417,1.4417,0.9370,1.2822,-0.0000,1.2822,0.9323,-0.5094,-0.5047,-3.2445,-9.6237,-96.5595
166.54,0.1837,1.4355,1.4355,0.9318,1.2518,-0.0000,1.2518,0.9275,-0.5080,-0.5037,-3.2578,-9.5222,-96.3487
167.12,0.2076,1.4291,1.4291,0.9265,1.2215,-0.0000,1.2215,0.9228,-0.5063,-0.5026,-3.2716,-9.4212,-96.1375
167.71,0.2313,1.4225,1.4225,0.9212,1.1912,-0.0000,1.1912,0.9180,-0.5045,-0.5014,-3.2859,-9.3207,-95.9259
168.30,0.2549,1.4158,1.4158,0.9158,1.1609,-0.0000,1.1609,0.9133,-0.5025,-0.5000,-3.3007,-9.2208,-95.7141
168.89,0.2782,1.4088,1.4088,0.9103,1.1305,-0.0000,1.1305,0.9085,-0.5002,-0.4985,-3.3161,-9.1214,-95.5020
169.48,0.3014,1.4016,1.4016,0.9047,1.1002,-0.0000,1.1002,0.9038,-0.4977,-0.4969,-3.3320,-9.0225,-95.2895
170.07,0.3263,1.3962,1.3962,0.9011,1.0699,-0.0000,1.0699,0.8992,-0.4971,-0.4952,-3.3485,-8.9183,-95.0768
170.67,0.3512,1.3908,1.3908,0.8974,1.0396,-0.0000,1.0396,0.8945,-0.4963,-0.4934,-3.3656,-8.8144,-94.8637
171.27,0.3759,1.3852,1.3852,0.8935,1.0092,-0.0000,1.0092,0.8898,-0.4953,-0.4917,-3.3832,-8.7110,-94.6503
171.87,0.4004,1.3794,1.3794,0.8894,0.9789,-0.0000,0.9789,0.8852,-0.4942,-0.4900,-3.4014,-8.6081,-94.4521
172.47,0.4247,1.3733,1.3733,0.8851,0.9486,-0.0000,0.9486,0.8806,-0.4928,-0.4882,-3.4202,-8.5059,-94.2550
173.08,0.4488,1.3671,1.3671,0.8807,0.9183,-0.0000,0.9183,0.8759,-0.4911,-0.4864,-3.4396,-8.4042,-94.0577
173.69,0.4727,1.3606,1.3606,0.8760,0.8879,-0.0000,0.8879,0.8714,-0.4893,-0.4846,-3.4596,-8.3032,-93.8602
174.30,0.4963,1.3539,1.3539,0.8712,0.8576,-0.0000,0.8576,0.8668,-0.4872,-0.4828,-3.4803,-8.2027,-93.6623
174.91,0.5197,1.3470,1.3470,0.8661,0.8273,-0.0000,0.8273,0.8622,-0.4848,-0.4809,-3.5016,-8.1029,-93.4642
175.52,0.5429,1.3399,1.3399,0.8609,0.7970,-0.0000,0.7970,0.8577,-0.4822,-0.4790,-3.5235,-8.0037,-93.2659
176.14,0.5658,1.3325,1.3325,0.8554,0.7666,-0.0000,0.7666,0.8531,-0.4793,-0.4770,-3.5460,-7.9051,-93.0672
176.76,0.5885,1.3248,1.3248,0.8497,0.7363,-0.0000,0.7363,0.8486,-0.4762,-0.4751,-3.5693,-7.8072,-92.8683
177.38,0.6109,1.3169,1.3169,0.8438,0.7060,-0.0000,0.7060,0.8441,-0.4727,-0.4730,-3.5932,-7.7100,-92.6692
178.00,0.6330,1.3086,1.3086,0.8377,0.6757,-0.0000,0.6757,0.8397,-0.4690,-0.4710,-3.6177,-7.6134,-92.4697
178.62,0.6548,1.3002,1.3002,0.8313,0.6453,-0.0000,0.6453,0.8352,-0.4650,-0.4689,-3.6430,-7.5175,-92.2700
179.25,0.6764,1.2914,1.2914,0.8247,0.6150,-0.0000,0.6150,0.8307,-0.4606,-0.4667,-3.6690,-7.4222,-92.0700
179.88,0.6998,1.2845,1.2845,0.8200,0.5847,-0.0000,0.5847,0.8263,-0.4582,-0.4645,-3.6956,-7.3222,-91.8697
180.51,0.7255,1.2799,1.2799,0.8178,0.5544,-0.0000,0.5544,0.8219,-0.4580,-0.4620,-3.7230,-7.2166,-91.6692
181.15,0.7510,1.2750,1.2750,0.8158,0.5240,-0.0000,0.5240,0.8175,-0.4575,-0.4593,-3.7511,-7.1115,-91.4684
181.78,0.7763,1.2700,1.2700,0.8138,0.4937,-0.0000,0.4937,0.8131,-0.4569,-0.4562,-3.7799,-7.0072,-91.2788
182.42,0.8014,1.2648,1.2648,0.8113,0.4634,-0.0000,0.4634,0.8088,-0.4560,-0.4534,-3.8094,-6.9035,-91.1107
183.06,0.8262,1.2593,1.2593,0.8080,0.4331,-0.0000,0.4331,0.8044,-0.4549,-0.4513,-3.8397,-6.8006,-90.9425
183.70,0.8508,1.2536,1.2536,0.8038,0.4027,-0.0000,0.4027,0.8001,-0.4535,-0.4498,-3.8708,-6.6983,-90.7741
184.35,0.8752,1.2476,1.2476,0.7988,0.3724,-0.0000,0.3724,0.7958,-0.4519,-0.4488,-3.9026,-6.5967,-90.6056
184.99,0.8994,1.2414,1.2414,0.7930,0.3421,-0.0000,0.3421,0.7915,-0.4500,-0.4485,-3.9352,-6.4959,-90.4368
185.64,0.9232,1.2350,1.2350,0.7863,0.3118,-0.0000,0.3118,0.7872,-0.4478,-0.4487,-3.9685,-6.3957,-90.2679
186.29,0.9469,1.2283,1.2283,0.7788,0.2814,-0.0000,0.2814,0.7829,-0.4454,-0.4495,-4.0026,-6.2963,-90.0989
186.95,0.9703,1.2214,1.2214,0.7705,0.2511,-0.0000,0.2511,0.7787,-0.4427,-0.4508,-4.0375,-6.1976,-89.9297
187.60,0.9934,1.2142,1.2142,0.7614,0.2208,-0.0000,0.2208,0.7744,-0.4398,-0.4528,-4.0732,-6.0996,-89.7603
188.26,1.0163,1.2067,1.2067,0.7515,0.1905,-0.0000,0.1905,0.7702,-0.4365,-0.4553,-4.1097,-6.0024,-89.5907
188.92,1.0389,1.1990,1.1990,0.7407,0.1601,-0.0000,0.1601,0.7660,-0.4330,-0.4583,-4.1470,-5.9059,-89.4210
189.59,1.0612,1.1910,1.1910,0.7291,0.1298,-0.0000,0.1298,0.7618,-0.4292,-0.4619,-4.1851,-5.8102,-89.2511
190.25,1.0832,1.1827,1.1827,0.7167,0.0995,-0.0000,0.0995,0.7577,-0.4251,-0.4660,-4.2240,-5.7152,-89.0811
190.92,1.0994,1.1686,1.1686,0.6980,0.0692,-0.0000,0.0692,0.7535,-0.4151,-0.4705,-4.2638,-5.6331,-88.9109
191.59,1.1150,1.1538,1.1538,0.6787,0.0388,-0.0000,0.0388,0.7494,-0.4045,-0.4751,-4.3043,-5.5522,-88.7405
192.26,1.1302,1.1387,1.1387,0.6589,0.0085,-0.0000,0.0085,0.7452,-0.3935,-0.4798,-4.3457,-5.4721,-88.5699
192.94,1.1450,1.1450,1.1450,0.6604,0.0000,-0.0000,0.0000,0.7411,-0.4039,-0.4846,-4.3879,-5.3928,-88.3927
193.61,1.1594,1.1594,1.1594,0.6699,0.0000,-0.0000,0.0000,0.7371,-0.4224,-0.4895,-4.4310,-5.3144,-88.2134
194.29,1.1734,1.1734,1.1734,0.6789,0.0000,-0.0000,0.0000,0.7330,-0.4404,-0.4945,-4.4749,-5.2368,-88.0339
194.97,1.1870,1.1870,1.1870,0.6875,0.0000,-0.0000,0.0000,0.7289,-0.4581,-0.4995,-4.5196,-5.1599,-87.8541
195.66,1.2002,1.2002,1.2002,0.6956,0.0000,-0.0000,0.0000,0.7249,-0.4753,-0.5046,-4.5652,-5.0840,-87.6742
196.35,1.2130,1.2130,1.2130,0.7033,0.0000,-0.0000,0.0000,0.7209,-0.4921,-0.5097,-4.6116,-5.0088,-87.4941
197.03,1.2253,1.2253,1.2253,0.7105,0.0000,-0.0000,0.0000,0.7169,-0.5084,-0.5149,-4.6589,-4.9345,-87.3138
197.73,1.2372,1.2372,1.2372,0.7172,0.0000,-0.0000,0.0000,0.7129,-0.5243,-0.5200,-4.7070,-4.8610,-87.1333
198.42,1.2488,1.2488,1.2488,0.7235,0.0000,-0.0000,0.0000,0.7089,-0.5398,-0.5252,-4.7560,-4.7884,-86.9526
199.12,1.2598,1.2598,1.2598,0.7294,0.0000,-0.0000,0.0000,0.7050,-0.5549,-0.5304,-4.8058,-4.7166,-86.7717
199.81,1.2705,1.2705,1.2705,0.7349,0.0000,-0.0000,0.0000,0.7010,-0.5695,-0.5356,-4.8565,-4.6457,-86.5905
200.52,1.2808,1.2808,1.2808,0.7399,0.0000,-0.0000,0.0000,0.6971,-0.5836,-0.5408,-4.9080,-4.5755,-86.4092
201.22,1.2906,1.2906,1.2906,0.7446,0.0000,-0.0000,0.0000,0.6932,-0.5974,-0.5460,-4.9604,-4.5063,-86.2276
201.93,1.2956,1.2956,1.2956,0.7445,0.0000,-0.0000,0.0000,0.6893,-0.6063,-0.5511,-5.0137,-4.4462,-86.0459
202.63,1.2954,1.2954,1.2954,0.7389,0.0000,-0.0000,0.0000,0.6855,-0.6099,-0.5565,-5.0678,-4.3964,-85.8639
203.35,1.2945,1.2945,1.2945,0.7324,0.0000,-0.0000,0.0000,0.6816,-0.6129,-0.5622,-5.1227,-4.3474,-85.6817
204.06,1.2932,1.2932,1.2932,0.7251,0.0000,-0.0000,0.0000,0.6778,-0.6154,-0.5681,-5.1786,-4.2994,-85.4964
204.78,1.2912,1.2912,1.2912,0.7176,0.0000,-0.0000,0.0000,0.6739,-0.6172,-0.5736,-5.2352,-4.2522,-85.2996
