freq_Hz,woofer_dB,mid_dB,tweeter_dB,sum_dB
149.40,-3.0397,-12.8793,-102.6357,-0.6142
149.92,-3.0417,-12.7607,-102.4475,-0.5867
150.45,-3.0439,-12.6423,-102.2592,-0.5590
150.98,-3.0464,-12.5241,-102.0706,-0.5314
151.51,-3.0492,-12.4117,-101.8818,-0.5050
152.04,-3.0523,-12.3000,-101.6927,-0.4788
152.57,-3.0557,-12.1887,-101.5026,-0.4526
153.11,-3.0593,-12.0776,-101.3005,-0.4265
153.64,-3.0633,-11.9669,-101.0982,-0.4003
154.18,-3.0676,-11.8565,-100.8955,-0.3741
154.73,-3.0722,-11.7464,-100.6925,-0.3480
155.27,-3.0772,-11.6367,-100.4893,-0.3219
155.81,-3.0824,-11.5273,-100.2858,-0.2959
156.36,-3.0881,-11.4183,-100.0820,-0.2699
156.91,-3.0940,-11.3096,-99.8779,-0.2440
157.46,-3.1004,-11.2013,-99.6735,-0.2181
158.01,-3.1071,-11.0934,-99.4688,-0.1923
158.57,-3.1142,-10.9859,-99.2638,-0.1665
159.12,-3.1216,-10.8788,-99.0586,-0.1409
159.68,-3.1295,-10.7720,-98.8530,-0.1153
160.24,-3.1378,-10.6656,-98.6472,-0.0898
160.80,-3.1464,-10.5594,-98.4410,-0.0643
161.37,-3.1555,-10.4536,-98.2346,-0.0389
161.93,-3.1651,-10.3482,-98.0271,-0.0136
162.50,-3.1750,-10.2433,-97.8183,0.0115
163.07,-3.1854,-10.1388,-97.6093,0.0366
163.65,-3.1963,-10.0348,-97.4000,0.0615
164.22,-3.2076,-9.9313,-97.1903,0.0862
164.80,-3.2194,-9.8283,-96.9804,0.1108
165.37,-3.2317,-9.7258,-96.7701,0.1353
165.95,-3.2445,-9.6237,-96.5595,0.1595
166.54,-3.2578,-9.5222,-96.3487,0.1837
167.12,-3.2716,-9.4212,-96.1375,0.2076
167.71,-3.2859,-9.3207,-95.9259,0.2313
168.30,-3.3007,-9.2208,-95.7141,0.2549
168.89,-3.3161,-9.1214,-95.5020,0.2782
169.48,-3.3320,-9.0225,-95.2895,0.3014
170.07,-3.3485,-8.9183,-95.0768,0.3263
170.67,-3.3656,-8.8144,-94.8637,0.3512
171.27,-3.3832,-8.7110,-94.6503,0.3759
171.87,-3.4014,-8.6081,-94.4521,0.4004
172.47,-3.4202,-8.5059,-94.2550,0.4247
173.08,-3.4396,-8.4042,-94.0577,0.4488
173.69,-3.4596,-8.3032,-93.8602,0.4727
174.30,-3.4803,-8.2027,-93.6623,0.4963
174.91,-3.5016,-8.1029,-93.4642,0.5197
175.52,-3.5235,-8.0037,-93.2659,0.5429
176.14,-3.5460,-7.9051,-93.0672,0.5658
176.76,-3.5693,-7.8072,-92.8683,0.5885
177.38,-3.5932,-7.7100,-92.6692,0.6109
178.00,-3.6177,-7.6134,-92.4697,0.6330
178.62,-3.6430,-7.5175,-92.2700,0.6548
179.25,-3.6690,-7.4222,-92.0700,0.6764
179.88,-3.6956,-7.3222,-91.8697,0.6998
180.51,-3.7230,-7.2166,-91.6692,0.7255
181.15,-3.7511,-7.1115,-91.4684,0.7510
181.78,-3.7799,-7.0072,-91.2788,0.7763
182.42,-3.8094,-6.9035,-91.1107,0.8014
183.06,-3.8397,-6.8006,-90.9425,0.8262
183.70,-3.8708,-6.6983,-90.7741,0.8508
184.35,-3.9026,-6.5967,-90.6056,0.8752
184.99,-3.9352,-6.4959,-90.4368,0.8994
185.64,-3.9685,-6.3957,-90.2679,0.9232
186.29,-4.0026,-6.2963,-90.0989,0.9469
186.95,-4.0375,-6.1976,-89.9297,0.9703
187.60,-4.0732,-6.0996,-89.7603,0.9934
188.26,-4.1097,-6.0024,-89.5907,1.0163
188.92,-4.1470,-5.9059,-89.4210,1.0389
189.59,-4.1851,-5.8102,-89.2511,1.0612
190.25,-4.2240,-5.7152,-89.0811,1.0832
190.92,-4.2638,-5.6331,-88.9109,1.0994
191.59,-4.3043,-5.5522,-88.7405,1.1150
192.26,-4.3457,-5.4721,-88.5699,1.1302
192.94,-4.3879,-5.3928,-88.3927,1.1450
193.61,-4.4310,-5.3144,-88.2134,1.1594
194.29,-4.4749,-5.2368,-88.0339,1.1734
194.97,-4.5196,-5.1599,-87.8541,1.1870
195.66,-4.5652,-5.0840,-87.6742,1.2002
196.35,-4.6116,-5.0088,-87.4941,1.2130
197.03,-4.6589,-4.9345,-87.3138,1.2253
197.73,-4.7070,-4.8610,-87.1333,1.2372
198.42,-4.7560,-4.7884,-86.9526,1.2488
199.12,-4.8058,-4.7166,-86.7717,1.2598
199.81,-4.8565,-4.6457,-86.5905,1.2705
200.52,-4.9080,-4.5755,-86.4092,1.2808
201.22,-4.9604,-4.5063,-86.2276,1.2906
201.93,-5.0137,-4.4462,-86.0459,1.2956
202.63,-5.0678,-4.3964,-85.8639,1.2954
203.35,-5.1227,-4.3474,-85.6817,1.2945
204.06,-5.1786,-4.2994,-85.4964,1.2932
204.78,-5.2352,-4.2522,-85.2996,1.2912
205.49,-5.2927,-4.2060,-85.1025,1.2887
206.22,-5.3511,-4.1606,-84.9051,1.2856
206.94,-5.4103,-4.1161,-84.7075,1.2819
207.67,-5.4703,-4.0725,-84.5096,1.2777
208.39,-5.5312,-4.0299,-84.3115,1.2729
209.13,-5.5929,-3.9880,-84.1130,1.2676
209.86,-5.6555,-3.9471,-83.9144,1.2617
210.60,-5.7188,-3.9071,-83.7154,1.2553
211.33,-5.7830,-3.8679,-83.5162,1.2483
212.08,-5.8481,-3.8296,-83.3167,1.2408
212.82,-5.9139,-3.7921,-83.1169,1.2328
213.57,-5.9805,-3.7555,-82.9169,1.2242
214.32,-6.0480,-3.7128,-82.7166,1.2190
215.07,-6.1162,-3.6710,-82.5160,1.2134
215.82,-6.1852,-3.6299,-82.3151,1.2073
216.58,-6.2550,-3.5896,-82.1116,1.2007
217.34,-6.3256,-3.5502,-81.9066,1.1937
218.10,-6.3970,-3.5116,-81.7012,1.1862
218.87,-6.4691,-3.4737,-81.4956,1.1783
219.64,-6.5420,-3.4366,-81.2896,1.1700
220.41,-6.6157,-3.4003,-81.0834,1.1612
221.18,-6.6900,-3.3648,-80.8768,1.1520
221.96,-6.7652,-3.3301,-80.6700,1.1424
222.74,-6.8410,-3.2961,-80.4629,1.1324
223.52,-6.9176,-3.2628,-80.2555,1.1220
224.30,-6.9949,-3.2303,-80.0477,1.1111
225.09,-7.0729,-3.1986,-79.8397,1.0999
225.88,-7.1515,-3.1675,-79.6314,1.0883
226.67,-7.2309,-3.1279,-79.4228,1.0821
227.47,-7.3110,-3.0798,-79.2139,1.0812
228.27,-7.3917,-3.0324,-79.0046,1.0801
229.07,-7.4731,-2.9856,-78.7967,1.0788
229.87,-7.5551,-2.9394,-78.6095,1.0773
230.68,-7.6378,-2.8938,-78.4220,1.0756
231.49,-7.7212,-2.8489,-78.2343,1.0738
232.30,-7.8051,-2.8045,-78.0463,1.0717
233.12,-7.8897,-2.7607,-77.8582,1.0696
233.93,-7.9749,-2.7175,-77.6698,1.0672
234.75,-8.0607,-2.6749,-77.4811,1.0648
235.58,-8.1470,-2.6328,-77.2923,1.0622
236.41,-8.2340,-2.5912,-77.1032,1.0594
237.23,-8.3215,-2.5502,-76.9138,1.0566
238.07,-8.4096,-2.5098,-76.7243,1.0536
238.90,-8.4983,-2.4698,-76.5345,1.0505
239.74,-8.5875,-2.4306,-76.3444,1.0472
240.58,-8.6772,-2.4097,-76.1542,1.0318
241.43,-8.7675,-2.3894,-75.9637,1.0161
242.27,-8.8583,-2.3696,-75.7729,1.0002
243.12,-8.9496,-2.3504,-75.5988,0.9841
243.98,-9.0414,-2.3317,-75.4415,0.9678
244.83,-9.1337,-2.3135,-75.2840,0.9512
245.69,-9.2264,-2.2958,-75.1265,0.9345
246.56,-9.3197,-2.2787,-74.9688,0.9175
247.42,-9.4134,-2.2620,-74.8110,0.9004
248.29,-9.5076,-2.2458,-74.6530,0.8831
249.16,-9.6023,-2.2302,-74.4950,0.8656
250.03,-9.6973,-2.2149,-74.3368,0.8479
250.91,-9.7928,-2.2002,-74.1785,0.8301
251.79,-9.8888,-2.1859,-74.0201,0.8121
252.68,-9.9851,-2.1720,-73.8615,0.7940
253.56,-10.0819,-2.1586,-73.7028,0.7757
254.45,-10.1791,-2.1390,-73.5440,0.7621
255.35,-10.2766,-2.1139,-73.3851,0.7526
256.24,-10.3746,-2.0892,-73.2260,0.7430
257.14,-10.4729,-2.0649,-73.0668,0.7334
258.04,-10.5716,-2.0409,-72.8837,0.7239
258.95,-10.6707,-2.0173,-72.6987,0.7143
259.86,-10.7701,-1.9940,-72.5136,0.7047
260.77,-10.8699,-1.9711,-72.3281,0.6951
261.69,-10.9700,-1.9485,-72.1425,0.6855
262.60,-11.0705,-1.9262,-71.9566,0.6759
263.53,-11.1712,-1.9042,-71.7706,0.6663
264.45,-11.2724,-1.8826,-71.5843,0.6567
265.38,-11.3738,-1.8612,-71.3977,0.6472
266.31,-11.4755,-1.8402,-71.2110,0.6377
267.24,-11.5775,-1.8194,-71.0240,0.6282
268.18,-11.6799,-1.7990,-70.8368,0.6187
269.12,-11.7825,-1.7784,-70.6494,0.6096
270.07,-11.8854,-1.7466,-70.4618,0.6093
271.02,-11.9886,-1.7152,-70.2739,0.6090
271.97,-12.0920,-1.6839,-70.0858,0.6090
272.92,-12.1957,-1.6528,-69.9008,0.6090
273.88,-12.2997,-1.6220,-69.7214,0.6092
274.84,-12.4039,-1.5914,-69.5417,0.6096
275.80,-12.5084,-1.5609,-69.3618,0.6101
276.77,-12.6132,-1.5307,-69.1818,0.6107
277.74,-12.7181,-1.5006,-69.0015,0.6116
278.72,-12.8233,-1.4707,-68.8211,0.6126
279.70,-12.9288,-1.4410,-68.6404,0.6137
280.68,-13.0344,-1.4115,-68.4595,0.6150
281.66,-13.1403,-1.3822,-68.2785,0.6165
282.65,-13.2464,-1.3530,-68.0972,0.6182
283.64,-13.3527,-1.3239,-67.9158,0.6200
284.64,-13.4592,-1.2951,-67.7341,0.6220
285.64,-13.5659,-1.2667,-67.5522,0.6239
286.64,-13.6728,-1.2389,-67.3701,0.6257
287.65,-13.7799,-1.2111,-67.1878,0.6276
288.66,-13.8872,-1.1835,-67.0053,0.6298
289.67,-13.9946,-1.1561,-66.7978,0.6321
290.69,-14.1023,-1.1288,-66.5837,0.6346
291.71,-14.2101,-1.1016,-66.3692,0.6373
292.73,-14.3181,-1.0745,-66.1544,0.6401
293.76,-14.4263,-1.0476,-65.9393,0.6432
294.79,-14.5346,-1.0207,-65.7239,0.6464
295.82,-14.6431,-0.9940,-65.5082,0.6498
296.86,-14.7518,-0.9674,-65.2921,0.6534
297.90,-14.8606,-0.9409,-65.0757,0.6572
298.95,-14.9695,-0.9146,-64.8590,0.6611
300.00,-15.0786,-0.8883,-64.6420,0.6653
301.05,-15.1879,-0.8621,-64.4246,0.6696
302.11,-15.2973,-0.8364,-64.2070,0.6738
303.17,-15.4068,-0.8170,-63.9889,0.6729
304.23,-15.5165,-0.7977,-63.7706,0.6722
305.30,-15.6263,-0.7786,-63.5519,0.6716
306.37,-15.7362,-0.7595,-63.3443,0.6711
307.44,-15.8463,-0.7406,-63.1763,0.6708
308.52,-15.9565,-0.7217,-63.0081,0.6706
309.61,-16.0668,-0.7030,-62.8398,0.6705
310.69,-16.1772,-0.6843,-62.6713,0.6706
311.78,-16.2878,-0.6657,-62.5027,0.6708
312.88,-16.3984,-0.6473,-62.3339,0.6712
313.98,-16.5092,-0.6289,-62.1650,0.6717
315.08,-16.6201,-0.6106,-61.9959,0.6723
316.18,-16.7311,-0.5924,-61.8266,0.6731
317.29,-16.8422,-0.5743,-61.6572,0.6740
318.41,-16.9534,-0.5563,-61.4876,0.6751
319.52,-17.0647,-0.5383,-61.3179,0.6762
320.64,-17.1761,-0.5173,-61.1480,0.6803
321.77,-17.2876,-0.4940,-60.9779,0.6867
322.90,-17.3992,-0.4707,-60.8077,0.6932
324.03,-17.5109,-0.4474,-60.6373,0.6998
325.17,-17.6227,-0.4242,-60.4470,0.7067
326.31,-17.7346,-0.4011,-60.2461,0.7137
327.46,-17.8466,-0.3780,-60.0451,0.7209
328.61,-17.9587,-0.3550,-59.8437,0.7283
329.76,-18.0708,-0.3320,-59.6421,0.7358
330.92,-18.1830,-0.3091,-59.4401,0.7436
332.08,-18.2953,-0.2862,-59.2380,0.7514
333.24,-18.4077,-0.2633,-59.0355,0.7595
334.41,-18.5202,-0.2405,-58.8328,0.7677
335.59,-18.6328,-0.2178,-58.6298,0.7761
336.76,-18.7454,-0.1950,-58.4265,0.7846
337.94,-18.8581,-0.1723,-58.2230,0.7933
339.13,-18.9709,-0.1512,-58.0192,0.8007
340.32,-19.0837,-0.1470,-57.8151,0.7932
341.52,-19.1967,-0.1429,-57.6107,0.7858
342.71,-19.3096,-0.1389,-57.4061,0.7784
343.92,-19.4227,-0.1350,-57.2013,0.7710
345.12,-19.5358,-0.1312,-56.9979,0.7637
346.33,-19.6490,-0.1275,-56.7943,0.7565
347.55,-19.7623,-0.1239,-56.5904,0.7493
348.77,-19.8756,-0.1203,-56.3862,0.7421
349.99,-19.9890,-0.1169,-56.1817,0.7350
351.22,-20.1025,-0.1136,-55.9769,0.7280
352.45,-20.2160,-0.1103,-55.7719,0.7210
353.69,-20.3296,-0.1072,-55.5666,0.7140
354.93,-20.4432,-0.1041,-55.3610,0.7071
356.18,-20.5569,-0.1012,-55.1552,0.7003
357.43,-20.6707,-0.0983,-54.9490,0.6934
358.68,-20.7845,-0.0955,-54.7426,0.6867
359.94,-20.8983,-0.0926,-54.5359,0.6801
361.20,-21.0123,-0.0896,-54.3289,0.6737
362.47,-21.1262,-0.0868,-54.1216,0.6674
363.74,-21.2403,-0.0840,-53.9140,0.6611
365.02,-21.3544,-0.0813,-53.7315,0.6548
366.30,-21.4685,-0.0787,-53.5724,0.6485
367.59,-21.5827,-0.0762,-53.4132,0.6423
368.88,-21.6969,-0.0737,-53.2539,0.6360
370.17,-21.8112,-0.0714,-53.0945,0.6298
371.47,-21.9256,-0.0691,-52.9350,0.6237
372.77,-22.0399,-0.0670,-52.7753,0.6175
374.08,-22.1544,-0.0649,-52.6156,0.6114
375.40,-22.2689,-0.0629,-52.4557,0.6053
376.71,-22.3834,-0.0610,-52.2957,0.5993
378.04,-22.4980,-0.0592,-52.1356,0.5933
379.36,-22.6126,-0.0574,-51.9753,0.5873
380.69,-22.7273,-0.0564,-51.8150,0.5808
382.03,-22.8420,-0.0604,-51.6545,0.5696
383.37,-22.9567,-0.0645,-51.4939,0.5585
384.72,-23.0715,-0.0687,-51.3332,0.5474
386.07,-23.1864,-0.0730,-51.1724,0.5363
387.42,-23.3013,-0.0774,-50.9904,0.5252
388.78,-23.4162,-0.0819,-50.8069,0.5141
390.14,-23.5312,-0.0866,-50.6232,0.5030
391.51,-23.6462,-0.0913,-50.4393,0.4919
392.89,-23.7612,-0.0961,-50.2552,0.4808
394.27,-23.8763,-0.1011,-50.0710,0.4697
395.65,-23.9914,-0.1061,-49.8865,0.4586
397.04,-24.1066,-0.1113,-49.7018,0.4475
398.43,-24.2218,-0.1166,-49.5170,0.4363
399.83,-24.3371,-0.1220,-49.3319,0.4252
401.23,-24.4524,-0.1274,-49.1466,0.4140
402.64,-24.5677,-0.1330,-48.9611,0.4028
404.05,-24.6831,-0.1383,-48.7755,0.3920
405.47,-24.7985,-0.1434,-48.5896,0.3815
406.90,-24.9139,-0.1486,-48.4035,0.3709
408.32,-25.0294,-0.1539,-48.2172,0.3604
409.76,-25.1449,-0.1593,-48.0482,0.3497
411.19,-25.2604,-0.1649,-47.9082,0.3389
412.64,-25.3760,-0.1705,-47.7682,0.3281
414.09,-25.4916,-0.1763,-47.6281,0.3173
415.54,-25.6073,-0.1821,-47.4880,0.3065
417.00,-25.7230,-0.1881,-47.3479,0.2956
418.46,-25.8387,-0.1941,-47.2077,0.2847
419.93,-25.9544,-0.2003,-47.0675,0.2737
421.40,-26.0702,-0.2066,-46.9272,0.2627
422.88,-26.1860,-0.2130,-46.7869,0.2517
424.37,-26.3019,-0.2195,-46.6466,0.2407
425.86,-26.4178,-0.2262,-46.5062,0.2296
427.35,-26.5337,-0.2336,-46.3658,0.2179
428.85,-26.6497,-0.2457,-46.2254,0.2018
430.35,-26.7656,-0.2579,-46.0849,0.1856
431.86,-26.8817,-0.2702,-45.9444,0.1694
433.38,-26.9977,-0.2826,-45.8038,0.1532
434.90,-27.1138,-0.2952,-45.6420,0.1369
436.43,-27.2299,-0.3079,-45.4749,0.1207
437.96,-27.3460,-0.3208,-45.3077,0.1044
439.50,-27.4622,-0.3338,-45.1403,0.0880
441.04,-27.5784,-0.3469,-44.9729,0.0716
442.59,-27.6946,-0.3602,-44.8052,0.0551
444.14,-27.8109,-0.3736,-44.6375,0.0386
445.70,-27.9272,-0.3871,-44.4696,0.0219
447.26,-28.0435,-0.4008,-44.3016,0.0053
448.83,-28.1599,-0.4146,-44.1335,-0.0115
450.41,-28.2763,-0.4286,-43.9652,-0.0283
451.99,-28.3927,-0.4427,-43.7968,-0.0451
453.57,-28.5091,-0.4525,-43.6283,-0.0578
455.17,-28.6256,-0.4599,-43.4597,-0.0681
456.76,-28.7421,-0.4674,-43.2909,-0.0785
458.37,-28.8586,-0.4751,-43.1220,-0.0889
459.97,-28.9751,-0.4829,-42.9512,-0.0993
461.59,-29.0917,-0.4907,-42.7750,-0.1098
463.21,-29.2083,-0.4988,-42.5986,-0.1203
464.83,-29.3250,-0.5069,-42.4220,-0.1308
466.47,-29.4416,-0.5152,-42.2453,-0.1414
468.10,-29.5583,-0.5236,-42.0684,-0.1520
469.75,-29.6750,-0.5321,-41.8914,-0.1626
471.39,-29.7918,-0.5407,-41.7142,-0.1733
473.05,-29.9086,-0.5495,-41.5369,-0.1840
474.71,-30.0254,-0.5584,-41.3594,-0.1948
476.37,-30.1422,-0.5674,-41.1817,-0.2056
478.05,-30.2590,-0.5765,-41.0039,-0.2165
479.72,-30.3759,-0.5811,-40.8260,-0.2229
481.41,-30.4928,-0.5602,-40.6478,-0.2048
483.10,-30.6098,-0.5394,-40.4696,-0.1867
484.79,-30.7267,-0.5187,-40.2912,-0.1685
486.49,-30.8437,-0.4979,-40.1126,-0.1502
488.20,-30.9607,-0.4772,-39.9209,-0.1318
489.91,-31.0777,-0.4565,-39.7225,-0.1132
491.63,-31.1948,-0.4359,-39.5239,-0.0945
493.36,-31.3119,-0.4152,-39.3251,-0.0757
495.09,-31.4290,-0.3946,-39.1261,-0.0569
496.83,-31.5461,-0.3740,-38.9268,-0.0380
498.57,-31.6633,-0.3535,-38.7274,-0.0190
500.32,-31.7805,-0.3330,-38.5277,0.0000
502.08,-31.8977,-0.3125,-38.3277,0.0191
503.84,-32.0149,-0.2920,-38.1276,0.0383
505.61,-32.1322,-0.2716,-37.9272,0.0576
507.38,-32.2495,-0.2512,-37.7266,0.0769
509.16,-32.3668,-0.2355,-37.5258,0.0918
510.95,-32.4841,-0.2222,-37.3247,0.1046
512.74,-32.6014,-0.2089,-37.1235,0.1174
514.54,-32.7188,-0.1956,-36.9220,0.1302
516.35,-32.8362,-0.1825,-36.7247,0.1431
518.16,-32.9536,-0.1693,-36.5688,0.1553
519.98,-33.0711,-0.1563,-36.4127,0.1676
521.80,-33.1886,-0.1433,-36.2566,0.1799
523.63,-33.3061,-0.1304,-36.1004,0.1922
525.47,-33.4236,-0.1175,-35.9442,0.2046
527.32,-33.5411,-0.1047,-35.7879,0.2169
529.17,-33.6587,-0.0920,-35.6315,0.2293
531.02,-33.7763,-0.0793,-35.4751,0.2417
532.89,-33.8939,-0.0668,-35.3186,0.2541
534.76,-34.0115,-0.0542,-35.1621,0.2665
536.63,-34.1292,-0.0418,-35.0055,0.2789
538.52,-34.2468,-0.0306,-34.8488,0.2902
540.41,-34.3645,-0.0249,-34.6921,0.2962
542.30,-34.4823,-0.0193,-34.5353,0.3023
544.21,-34.6000,-0.0138,-34.3785,0.3083
546.12,-34.7178,-0.0084,-34.2216,0.3144
548.03,-34.8355,-0.0031,-34.0625,0.3204
549.96,-34.9534,0.0021,-33.9014,0.3265
551.89,-35.0712,0.0073,-33.7403,0.3326
553.82,-35.1890,0.0123,-33.5791,0.3386
555.77,-35.3069,0.0172,-33.4178,0.3447
557.72,-35.4248,0.0220,-33.2565,0.3507
559.67,-35.5427,0.0267,-33.0950,0.3567
561.64,-35.6606,0.0313,-32.9336,0.3627
563.61,-35.7786,0.0358,-32.7720,0.3687
565.59,-35.8966,0.0401,-32.6104,0.3747
567.57,-36.0146,0.0444,-32.4488,0.3807
569.56,-36.1326,0.0486,-32.2870,0.3866
571.56,-36.2506,0.0483,-32.1252,0.3884
573.57,-36.3687,0.0460,-31.9634,0.3883
575.58,-36.4868,0.0435,-31.8015,0.3882
577.60,-36.6049,0.0409,-31.6395,0.3880
579.63,-36.7230,0.0381,-31.4774,0.3878
581.66,-36.8411,0.0352,-31.3129,0.3876
583.70,-36.9593,0.0322,-31.1482,0.3874
585.75,-37.0775,0.0291,-30.9835,0.3872
587.81,-37.1957,0.0257,-30.8187,0.3870
589.87,-37.3139,0.0223,-30.6538,0.3867
591.94,-37.4321,0.0187,-30.4888,0.3864
594.02,-37.5504,0.0149,-30.3238,0.3860
596.10,-37.6687,0.0110,-30.1587,0.3856
598.20,-37.7870,0.0070,-29.9936,0.3853
600.30,-37.9053,0.0028,-29.8284,0.3848
602.40,-38.0236,-0.0016,-29.6631,0.3844
604.52,-38.1420,-0.0085,-29.4978,0.3816
606.64,-38.2604,-0.0250,-29.3324,0.3698
608.77,-38.3788,-0.0417,-29.1670,0.3579
610.90,-38.4972,-0.0586,-29.0015,0.3460
613.05,-38.6156,-0.0756,-28.8360,0.3341
615.20,-38.7341,-0.0929,-28.6800,0.3218
617.36,-38.8525,-0.1104,-28.5392,0.3088
619.52,-38.9710,-0.1281,-28.3985,0.2958
621.70,-39.0895,-0.1460,-28.2577,0.2827
623.88,-39.2081,-0.1642,-28.1171,0.2695
626.07,-39.3266,-0.1825,-27.9764,0.2562
628.27,-39.4452,-0.2011,-27.8358,0.2428
630.47,-39.5637,-0.2198,-27.6952,0.2294
632.68,-39.6823,-0.2388,-27.5547,0.2158
634.90,-39.8010,-0.2580,-27.4142,0.2022
637.13,-39.9196,-0.2774,-27.2738,0.1885
639.37,-40.0382,-0.2971,-27.1334,0.1747
641.61,-40.1569,-0.3080,-26.9931,0.1693
643.86,-40.2756,-0.3156,-26.8528,0.1672
646.12,-40.3943,-0.3233,-26.7125,0.1651
648.39,-40.5130,-0.3313,-26.5723,0.1629
650.67,-40.6318,-0.3394,-26.4322,0.1606
652.95,-40.7505,-0.3477,-26.2897,0.1584
655.24,-40.8693,-0.3562,-26.1468,0.1562
657.54,-40.9881,-0.3649,-26.0039,0.1539
659.85,-41.1069,-0.3738,-25.8610,0.1516
662.16,-41.2257,-0.3829,-25.7182,0.1492
664.49,-41.3446,-0.3922,-25.5755,0.1468
666.82,-41.4634,-0.4017,-25.4328,0.1443
669.16,-41.5823,-0.4114,-25.2902,0.1418
671.51,-41.7012,-0.4213,-25.1476,0.1392
673.86,-41.8201,-0.4314,-25.0050,0.1366
676.23,-41.9390,-0.4417,-24.8626,0.1340
678.60,-42.0580,-0.4509,-24.7202,0.1325
680.98,-42.1769,-0.4558,-24.5778,0.1353
683.37,-42.2959,-0.4608,-24.4355,0.1380
685.77,-42.4149,-0.4660,-24.2933,0.1407
688.18,-42.5339,-0.4714,-24.1511,0.1434
690.59,-42.6529,-0.4771,-23.9984,0.1467
693.02,-42.7719,-0.4829,-23.8138,0.1520
695.45,-42.8910,-0.4889,-23.6291,0.1574
697.89,-43.0101,-0.4951,-23.4444,0.1628
700.34,-43.1292,-0.5016,-23.2595,0.1684
702.80,-43.2483,-0.5082,-23.0746,0.1740
705.26,-43.3674,-0.5151,-22.8896,0.1797
707.74,-43.4865,-0.5221,-22.7046,0.1856
710.22,-43.6057,-0.5294,-22.5194,0.1915
712.72,-43.7248,-0.5369,-22.3342,0.1975
715.22,-43.8440,-0.5447,-22.1489,0.2037
717.73,-43.9632,-0.5526,-21.9636,0.2099
720.25,-44.0824,-0.5654,-21.7782,0.2121
722.77,-44.2016,-0.5800,-21.5927,0.2129
725.31,-44.3209,-0.5949,-21.4072,0.2138
727.86,-44.4401,-0.6101,-21.2215,0.2149
730.41,-44.5594,-0.6255,-21.0359,0.2161
732.97,-44.6787,-0.6412,-20.8717,0.2156
735.55,-44.7980,-0.6571,-20.7177,0.2142
738.13,-44.9173,-0.6732,-20.5638,0.2129
740.72,-45.0366,-0.6897,-20.4099,0.2116
743.32,-45.1559,-0.7064,-20.2561,0.2103
745.92,-45.2753,-0.7234,-20.1024,0.2091
748.54,-45.3947,-0.7406,-19.9487,0.2080
751.17,-45.5140,-0.7581,-19.7950,0.2069
753.81,-45.6334,-0.7759,-19.6415,0.2059
756.45,-45.7529,-0.7939,-19.4880,0.2050
759.11,-45.8723,-0.8122,-19.3345,0.2041
761.77,-45.9917,-0.8339,-19.1811,0.2006
764.44,-46.1112,-0.8646,-19.0278,0.1894
767.13,-46.2306,-0.8956,-18.8745,0.1783
769.82,-46.3501,-0.9269,-18.7214,0.1673
772.52,-46.4696,-0.9586,-18.5683,0.1565
775.23,-46.5891,-0.9906,-18.4175,0.1454
777.95,-46.7086,-1.0230,-18.2859,0.1322
780.68,-46.8282,-1.0556,-18.1544,0.1190
783.42,-46.9477,-1.0887,-18.0230,0.1058
786.17,-47.0673,-1.1220,-17.8918,0.0926
788.93,-47.1869,-1.1557,-17.7608,0.0795
791.70,-47.3064,-1.1898,-17.6299,0.0664
794.48,-47.4260,-1.2242,-17.4992,0.0533
797.27,-47.5457,-1.2589,-17.3687,0.0403
800.06,-47.6653,-1.2940,-17.2383,0.0274
802.87,-47.7849,-1.3295,-17.1081,0.0144
805.69,-47.9046,-1.3653,-16.9780,0.0016
808.52,-48.0242,-1.3829,-16.8481,0.0046
811.35,-48.1439,-1.3950,-16.7184,0.0126
814.20,-48.2636,-1.4075,-16.5889,0.0206
817.06,-48.3833,-1.4202,-16.4595,0.0286
819.93,-48.5030,-1.4332,-16.3303,0.0366
822.80,-48.6227,-1.4465,-16.2115,0.0431
825.69,-48.7425,-1.4601,-16.1018,0.0482
828.59,-48.8622,-1.4739,-15.9923,0.0533
831.50,-48.9820,-1.4881,-15.8830,0.0584
834.41,-49.1018,-1.5025,-15.7740,0.0634
837.34,-49.2216,-1.5173,-15.6653,0.0683
840.28,-49.3414,-1.5323,-15.5568,0.0732
843.23,-49.4612,-1.5477,-15.4486,0.0781
846.19,-49.5810,-1.5633,-15.3406,0.0829
849.16,-49.7008,-1.5793,-15.2329,0.0877
852.14,-49.8207,-1.5955,-15.1254,0.0924
855.13,-49.9405,-1.6156,-15.0182,0.0943
858.13,-50.0604,-1.6449,-14.9113,0.0887
861.14,-50.1803,-1.6747,-14.8046,0.0831
864.16,-50.3002,-1.7048,-14.6982,0.0775
867.20,-50.4201,-1.7353,-14.5921,0.0718
870.24,-50.5400,-1.7661,-14.4862,0.0662
873.29,-50.6599,-1.7973,-14.3907,0.0586
876.36,-50.7799,-1.8288,-14.2959,0.0509
879.43,-50.8998,-1.8607,-14.2013,0.0431
882.52,-51.0198,-1.8930,-14.1071,0.0352
885.62,-51.1398,-1.9257,-14.0132,0.0273
888.73,-51.2597,-1.9587,-13.9195,0.0194
891.85,-51.3797,-1.9921,-13.8262,0.0113
894.98,-51.4997,-2.0259,-13.7333,0.0032
898.12,-51.6198,-2.0601,-13.6406,-0.0049
901.27,-51.7398,-2.0946,-13.5483,-0.0131
904.43,-51.8598,-2.1296,-13.4563,-0.0214
907.60,-51.9799,-2.1742,-13.3646,-0.0370
