freq_hz,step_horiz_dB,step_mean_dB,shelf_correction_dB,net_corrected_dB
454.1090,-3.8661,-4.2322,3.0238,-1.2084
456.7328,-3.8856,-4.2490,3.0072,-1.2419
459.3717,-3.9050,-4.2657,2.9905,-1.2752
462.0259,-3.9242,-4.2823,2.9739,-1.3084
464.6955,-3.9433,-4.2987,2.9573,-1.3414
467.3804,-3.9623,-4.3151,2.9407,-1.3744
470.0809,-3.9811,-4.3312,2.9241,-1.4072
472.7970,-3.9998,-4.3473,2.9074,-1.4399
475.5288,-4.0183,-4.3632,2.8908,-1.4724
478.2763,-4.0367,-4.3791,2.8742,-1.5048
481.0397,-4.0550,-4.3947,2.8576,-1.5371
483.8191,-4.0732,-4.4103,2.8410,-1.5693
486.6146,-4.0912,-4.4258,2.8245,-1.6013
489.4262,-4.1091,-4.4411,2.8079,-1.6332
492.2540,-4.1268,-4.4563,2.7913,-1.6649
495.0982,-4.1444,-4.4713,2.7748,-1.6966
497.9589,-4.1619,-4.4863,2.7583,-1.7280
500.8360,-4.1793,-4.5011,2.7417,-1.7594
503.7298,-4.1965,-4.5158,2.7252,-1.7906
506.6403,-4.2136,-4.5304,2.7088,-1.8217
509.5676,-4.2306,-4.5449,2.6923,-1.8526
512.5118,-4.2474,-4.5593,2.6758,-1.8834
515.4731,-4.2641,-4.5735,2.6594,-1.9141
518.4514,-4.2807,-4.5876,2.6430,-1.9446
521.4470,-4.2972,-4.6016,2.6266,-1.9750
524.4598,-4.3135,-4.6155,2.6102,-2.0053
527.4901,-4.3297,-4.6293,2.5939,-2.0354
530.5379,-4.3458,-4.6430,2.5776,-2.0654
533.6033,-4.3617,-4.6565,2.5613,-2.0952
536.6864,-4.3776,-4.6699,2.5450,-2.1249
539.7873,-4.3933,-4.6833,2.5288,-2.1545
542.9061,-4.4088,-4.6965,2.5125,-2.1839
546.0430,-4.4243,-4.7096,2.4963,-2.2132
549.1980,-4.4396,-4.7225,2.4802,-2.2424
552.3712,-4.4548,-4.7354,2.4640,-2.2714
555.5627,-4.4699,-4.7482,2.4479,-2.3002
558.7727,-4.4849,-4.7608,2.4319,-2.3290
562.0012,-4.4997,-4.7734,2.4158,-2.3575
565.2484,-4.5144,-4.7858,2.3998,-2.3860
568.5143,-4.5291,-4.7982,2.3839,-2.4143
571.7992,-4.5435,-4.8104,2.3679,-2.4424
575.1029,-4.5579,-4.8225,2.3520,-2.4705
578.4258,-4.5722,-4.8345,2.3362,-2.4983
581.7679,-4.5863,-4.8464,2.3203,-2.5261
585.1293,-4.6003,-4.8582,2.3046,-2.5537
588.5101,-4.6142,-4.8699,2.2888,-2.5811
591.9105,-4.6280,-4.8815,2.2731,-2.6084
595.3305,-4.6417,-4.8930,2.2574,-2.6356
598.7702,-4.6552,-4.9044,2.2418,-2.6626
602.2298,-4.6687,-4.9157,2.2262,-2.6895
605.7095,-4.6820,-4.9269,2.2107,-2.7162
609.2092,-4.6952,-4.9380,2.1952,-2.7428
612.7291,-4.7083,-4.9490,2.1797,-2.7692
616.2694,-4.7213,-4.9599,2.1643,-2.7955
619.8302,-4.7342,-4.9707,2.1490,-2.8217
623.4115,-4.7470,-4.9813,2.1337,-2.8477
627.0135,-4.7596,-4.9920,2.1184,-2.8736
630.6363,-4.7722,-5.0025,2.1032,-2.8993
634.2800,-4.7846,-5.0129,2.0880,-2.9249
637.9448,-4.7970,-5.0232,2.0729,-2.9503
641.6308,-4.8092,-5.0334,2.0578,-2.9756
645.3381,-4.8213,-5.0435,2.0428,-3.0007
649.0668,-4.8334,-5.0536,2.0278,-3.0257
652.8170,-4.8453,-5.0635,2.0129,-3.0506
656.5889,-4.8571,-5.0734,1.9980,-3.0753
660.3826,-4.8688,-5.0831,1.9832,-3.0999
664.1982,-4.8804,-5.0928,1.9685,-3.1243
668.0359,-4.8919,-5.1024,1.9538,-3.1486
671.8957,-4.9033,-5.1119,1.9391,-3.1727
675.7779,-4.9146,-5.1213,1.9245,-3.1967
679.6825,-4.9258,-5.1306,1.9100,-3.2206
683.6096,-4.9369,-5.1398,1.8955,-3.2443
687.5594,-4.9479,-5.1490,1.8811,-3.2679
691.5321,-4.9588,-5.1580,1.8667,-3.2913
695.5276,-4.9696,-5.1670,1.8524,-3.3146
699.5463,-4.9803,-5.1759,1.8382,-3.3377
703.5882,-4.9909,-5.1847,1.8240,-3.3607
707.6535,-5.0015,-5.1934,1.8099,-3.3835
711.7422,-5.0119,-5.2020,1.7958,-3.4062
715.8546,-5.0222,-5.2106,1.7818,-3.4288
719.9907,-5.0324,-5.2191,1.7679,-3.4512
724.1508,-5.0426,-5.2275,1.7540,-3.4735
728.3348,-5.0526,-5.2358,1.7402,-3.4956
732.5431,-5.0626,-5.2440,1.7264,-3.5176
736.7756,-5.0724,-5.2522,1.7127,-3.5395
741.0326,-5.0822,-5.2602,1.6991,-3.5612
745.3142,-5.0919,-5.2682,1.6855,-3.5827
749.6206,-5.1015,-5.2762,1.6720,-3.6042
753.9518,-5.1110,-5.2840,1.6586,-3.6254
758.3081,-5.1204,-5.2918,1.6452,-3.6466
762.6895,-5.1297,-5.2995,1.6319,-3.6676
767.0962,-5.1389,-5.3071,1.6186,-3.6885
771.5284,-5.1481,-5.3146,1.6055,-3.7092
775.9862,-5.1572,-5.3221,1.5923,-3.7298
780.4698,-5.1661,-5.3295,1.5793,-3.7502
784.9793,-5.1750,-5.3368,1.5663,-3.7705
789.5148,-5.1838,-5.3441,1.5534,-3.7907
794.0765,-5.1926,-5.3513,1.5406,-3.8107
798.6646,-5.2012,-5.3584,1.5278,-3.8306
803.2792,-5.2098,-5.3654,1.5151,-3.8503
807.9205,-5.2183,-5.3724,1.5024,-3.8699
812.5885,-5.2267,-5.3793,1.4899,-3.8894
817.2836,-5.2350,-5.3861,1.4774,-3.9088
822.0058,-5.2432,-5.3929,1.4649,-3.9280
826.7552,-5.2514,-5.3996,1.4526,-3.9470
831.5321,-5.2595,-5.4062,1.4403,-3.9660
836.3366,-5.2675,-5.4128,1.4280,-3.9848
841.1689,-5.2754,-5.4193,1.4159,-4.0034
846.0291,-5.2833,-5.4257,1.4038,-4.0219
850.9173,-5.2910,-5.4321,1.3918,-4.0403
855.8339,-5.2987,-5.4384,1.3798,-4.0586
860.7788,-5.3064,-5.4447,1.3680,-4.0767
865.7523,-5.3139,-5.4509,1.3562,-4.0947
870.7545,-5.3214,-5.4570,1.3444,-4.1126
875.7856,-5.3288,-5.4630,1.3327,-4.1303
880.8458,-5.3361,-5.4690,1.3212,-4.1479
885.9352,-5.3434,-5.4750,1.3096,-4.1653
891.0541,-5.3506,-5.4808,1.2982,-4.1827
896.2025,-5.3577,-5.4867,1.2868,-4.1999
901.3806,-5.3647,-5.4924,1.2755,-4.2169
906.5887,-5.3717,-5.4981,1.2642,-4.2339
911.8269,-5.3786,-5.5038,1.2531,-4.2507
917.0953,-5.3855,-5.5094,1.2420,-4.2674
922.3942,-5.3923,-5.5149,1.2309,-4.2839
927.7237,-5.3990,-5.5204,1.2200,-4.3004
933.0840,-5.4056,-5.5258,1.2091,-4.3167
938.4752,-5.4122,-5.5311,1.1983,-4.3329
943.8977,-5.4187,-5.5364,1.1875,-4.3489
949.3514,-5.4251,-5.5417,1.1769,-4.3648
954.8366,-5.4315,-5.5469,1.1663,-4.3806
960.3536,-5.4378,-5.5520,1.1557,-4.3963
965.9024,-5.4441,-5.5571,1.1453,-4.4119
971.4833,-5.4503,-5.5622,1.1349,-4.4273
977.0964,-5.4564,-5.5672,1.1246,-4.4426
982.7420,-5.4625,-5.5721,1.1143,-4.4578
988.4201,-5.4685,-5.5770,1.1041,-4.4728
994.1311,-5.4744,-5.5818,1.0940,-4.4878
999.8751,-5.4803,-5.5866,1.0840,-4.5026
1005.6523,-5.4861,-5.5913,1.0740,-4.5173
1011.4628,-5.4919,-5.5960,1.0641,-4.5319
1017.3070,-5.4976,-5.6006,1.0543,-4.5464
1023.1848,-5.5032,-5.6052,1.0445,-4.5607
1029.0967,-5.5088,-5.6098,1.0348,-4.5749
1035.0427,-5.5144,-5.6143,1.0252,-4.5890
1041.0231,-5.5198,-5.6187,1.0157,-4.6030
1047.0380,-5.5253,-5.6231,1.0062,-4.6169
1053.0877,-5.5306,-5.6275,0.9968,-4.6307
1059.1723,-5.5359,-5.6318,0.9875,-4.6443
1065.2921,-5.5412,-5.6360,0.9782,-4.6579
1071.4472,-5.5464,-5.6403,0.9690,-4.6713
1077.6379,-5.5515,-5.6444,0.9598,-4.6846
1083.8644,-5.5566,-5.6486,0.9508,-4.6978
1090.1268,-5.5617,-5.6527,0.9418,-4.7109
1096.4255,-5.5667,-5.6567,0.9329,-4.7238
1102.7605,-5.5716,-5.6607,0.9240,-4.7367
1109.1321,-5.5765,-5.6647,0.9152,-4.7495
1115.5406,-5.5813,-5.6686,0.9065,-4.7621
1121.9861,-5.5861,-5.6724,0.8978,-4.7746
1128.4688,-5.5909,-5.6763,0.8892,-4.7871
1134.9889,-5.5956,-5.6801,0.8807,-4.7994
1141.5468,-5.6002,-5.6838,0.8722,-4.8116
1148.1425,-5.6048,-5.6875,0.8638,-4.8237
1154.7764,-5.6093,-5.6912,0.8555,-4.8357
1161.4485,-5.6138,-5.6949,0.8473,-4.8476
1168.1593,-5.6183,-5.6985,0.8391,-4.8594
1174.9088,-5.6227,-5.7020,0.8309,-4.8711
1181.6973,-5.6271,-5.7055,0.8229,-4.8827
1188.5250,-5.6314,-5.7090,0.8149,-4.8941
1195.3921,-5.6356,-5.7125,0.8069,-4.9055
1202.2990,-5.6399,-5.7159,0.7991,-4.9168
1209.2457,-5.6440,-5.7192,0.7912,-4.9280
1216.2326,-5.6482,-5.7226,0.7835,-4.9391
1223.2599,-5.6523,-5.7259,0.7758,-4.9501
1230.3278,-5.6563,-5.7291,0.7682,-4.9609
1237.4365,-5.6603,-5.7324,0.7607,-4.9717
1244.5862,-5.6643,-5.7356,0.7532,-4.9824
1251.7773,-5.6682,-5.7387,0.7457,-4.9930
1259.0099,-5.6721,-5.7419,0.7384,-5.0035
1266.2844,-5.6759,-5.7450,0.7311,-5.0139
1273.6008,-5.6797,-5.7480,0.7238,-5.0242
1280.9596,-5.6835,-5.7510,0.7166,-5.0344
1288.3608,-5.6872,-5.7540,0.7095,-5.0445
1295.8048,-5.6909,-5.7570,0.7024,-5.0546
1303.2918,-5.6945,-5.7599,0.6954,-5.0645
1310.8221,-5.6981,-5.7628,0.6885,-5.0743
1318.3959,-5.7017,-5.7657,0.6816,-5.0841
1326.0134,-5.7052,-5.7685,0.6748,-5.0938
1333.6750,-5.7087,-5.7713,0.6680,-5.1033
1341.3808,-5.7121,-5.7741,0.6613,-5.1128
1349.1312,-5.7155,-5.7769,0.6547,-5.1222
1356.9263,-5.7189,-5.7796,0.6481,-5.1315
1364.7665,-5.7223,-5.7823,0.6415,-5.1407
1372.6520,-5.7256,-5.7849,0.6351,-5.1499
1380.5830,-5.7288,-5.7876,0.6286,-5.1589
1388.5599,-5.7321,-5.7902,0.6223,-5.1679
1396.5828,-5.7353,-5.7927,0.6160,-5.1768
1404.6521,-5.7384,-5.7953,0.6097,-5.1856
1412.7680,-5.7416,-5.7978,0.6035,-5.1943
1420.9309,-5.7447,-5.8003,0.5974,-5.2029
1429.1409,-5.7477,-5.8027,0.5913,-5.2114
1437.3983,-5.7508,-5.8052,0.5853,-5.2199
1445.7034,-5.7538,-5.8076,0.5793,-5.2283
1454.0565,-5.7567,-5.8100,0.5734,-5.2366
1462.4579,-5.7597,-5.8123,0.5675,-5.2448
1470.9078,-5.7626,-5.8147,0.5617,-5.2530
1479.4066,-5.7654,-5.8170,0.5559,-5.2610
1487.9544,-5.7683,-5.8192,0.5502,-5.2690
1496.5517,-5.7711,-5.8215,0.5445,-5.2769
1505.1986,-5.7739,-5.8237,0.5389,-5.2848
1513.8955,-5.7766,-5.8259,0.5334,-5.2925
1522.6426,-5.7793,-5.8281,0.5279,-5.3002
1531.4402,-5.7820,-5.8303,0.5224,-5.3078
1540.2887,-5.7847,-5.8324,0.5170,-5.3154
1549.1884,-5.7873,-5.8345,0.5117,-5.3228
1558.1394,-5.7899,-5.8366,0.5064,-5.3302
1567.1422,-5.7925,-5.8387,0.5011,-5.3376
1576.1969,-5.7950,-5.8407,0.4959,-5.3448
1585.3040,-5.7975,-5.8427,0.4907,-5.3520
1594.4637,-5.8000,-5.8447,0.4856,-5.3591
1603.6764,-5.8025,-5.8467,0.4806,-5.3661
1612.9423,-5.8049,-5.8486,0.4756,-5.3731
1622.2617,-5.8074,-5.8506,0.4706,-5.3800
1631.6349,-5.8097,-5.8525,0.4657,-5.3868
1641.0623,-5.8121,-5.8544,0.4608,-5.3936
1650.5442,-5.8144,-5.8562,0.4560,-5.4003
1660.0809,-5.8167,-5.8581,0.4512,-5.4069
1669.6726,-5.8190,-5.8599,0.4465,-5.4135
1679.3198,-5.8213,-5.8617,0.4418,-5.4199
1689.0228,-5.8235,-5.8635,0.4371,-5.4264
1698.7817,-5.8257,-5.8653,0.4325,-5.4327
1708.5971,-5.8279,-5.8670,0.4280,-5.4390
1718.4692,-5.8301,-5.8688,0.4235,-5.4453
1728.3983,-5.8322,-5.8705,0.4190,-5.4515
1738.3848,-5.8343,-5.8722,0.4146,-5.4576
1748.4290,-5.8364,-5.8738,0.4102,-5.4636
1758.5313,-5.8385,-5.8755,0.4059,-5.4696
1768.6919,-5.8405,-5.8771,0.4016,-5.4756
1778.9112,-5.8425,-5.8787,0.3973,-5.4814
1789.1895,-5.8445,-5.8803,0.3931,-5.4872
1799.5273,-5.8465,-5.8819,0.3889,-5.4930
1809.9248,-5.8485,-5.8835,0.3848,-5.4987
1820.3823,-5.8504,-5.8850,0.3807,-5.5043
1830.9003,-5.8523,-5.8866,0.3767,-5.5099
1841.4790,-5.8542,-5.8881,0.3726,-5.5154
1852.1189,-5.8561,-5.8896,0.3687,-5.5209
1862.8202,-5.8579,-5.8911,0.3647,-5.5263
1873.5834,-5.8598,-5.8925,0.3608,-5.5317
1884.4088,-5.8616,-5.8940,0.3570,-5.5370
1895.2967,-5.8634,-5.8954,0.3532,-5.5422
1906.2475,-5.8651,-5.8968,0.3494,-5.5474
1917.2616,-5.8669,-5.8982,0.3457,-5.5525
1928.3393,-5.8686,-5.8996,0.3420,-5.5576
1939.4811,-5.8703,-5.9010,0.3383,-5.5627
1950.6872,-5.8720,-5.9023,0.3347,-5.5677
1961.9580,-5.8737,-5.9036,0.3311,-5.5726
1973.2940,-5.8753,-5.9050,0.3275,-5.5775
1984.6955,-5.8770,-5.9063,0.3240,-5.5823
1996.1628,-5.8786,-5.9076,0.3205,-5.5871
2007.6965,-5.8802,-5.9088,0.3170,-5.5918
2019.2967,-5.8818,-5.9101,0.3136,-5.5965
2030.9640,-5.8833,-5.9114,0.3102,-5.6011
2042.6987,-5.8849,-5.9126,0.3069,-5.6057
2054.5012,-5.8864,-5.9138,0.3036,-5.6102
2066.3719,-5.8879,-5.9150,0.3003,-5.6147
2078.3111,-5.8894,-5.9162,0.2971,-5.6192
2090.3194,-5.8909,-5.9174,0.2938,-5.6236
2102.3970,-5.8924,-5.9186,0.2907,-5.6279
2114.5444,-5.8938,-5.9197,0.2875,-5.6322
2126.7621,-5.8953,-5.9209,0.2844,-5.6365
2139.0503,-5.8967,-5.9220,0.2813,-5.6407
2151.4095,-5.8981,-5.9231,0.2783,-5.6448
2163.8401,-5.8995,-5.9242,0.2752,-5.6490
2176.3425,-5.9008,-5.9253,0.2723,-5.6531
2188.9172,-5.9022,-5.9264,0.2693,-5.6571
2201.5645,-5.9035,-5.9275,0.2664,-5.6611
2214.2849,-5.9048,-5.9285,0.2635,-5.6650
2227.0788,-5.9061,-5.9296,0.2606,-5.6690
2239.9466,-5.9074,-5.9306,0.2578,-5.6728
2252.8888,-5.9087,-5.9316,0.2549,-5.6767
2265.9057,-5.9100,-5.9326,0.2522,-5.6805
2278.9979,-5.9112,-5.9336,0.2494,-5.6842
2292.1657,-5.9125,-5.9346,0.2467,-5.6879
2305.4096,-5.9137,-5.9356,0.2440,-5.6916
2318.7300,-5.9149,-5.9365,0.2413,-5.6952
2332.1274,-5.9161,-5.9375,0.2387,-5.6988
2345.6021,-5.9173,-5.9384,0.2361,-5.7024
2359.1548,-5.9185,-5.9394,0.2335,-5.7059
2372.7857,-5.9196,-5.9403,0.2309,-5.7094
2386.4954,-5.9208,-5.9412,0.2284,-5.7128
2400.2843,-5.9219,-5.9421,0.2259,-5.7162
2414.1529,-5.9230,-5.9430,0.2234,-5.7196
2428.1016,-5.9241,-5.9439,0.2210,-5.7229
2442.1309,-5.9252,-5.9448,0.2185,-5.7262
2456.2413,-5.9263,-5.9456,0.2161,-5.7295
2470.4332,-5.9274,-5.9465,0.2138,-5.7327
2484.7071,-5.9284,-5.9473,0.2114,-5.7359
2499.0635,-5.9295,-5.9481,0.2091,-5.7390
2513.5028,-5.9305,-5.9490,0.2068,-5.7422
2528.0255,-5.9315,-5.9498,0.2045,-5.7453
2542.6322,-5.9325,-5.9506,0.2023,-5.7483
2557.3232,-5.9335,-5.9514,0.2000,-5.7513
2572.0992,-5.9345,-5.9522,0.1978,-5.7543
2586.9605,-5.9355,-5.9529,0.1956,-5.7573
2601.9077,-5.9365,-5.9537,0.1935,-5.7602
2616.9412,-5.9374,-5.9545,0.1914,-5.7631
2632.0616,-5.9384,-5.9552,0.1892,-5.7660
2647.2694,-5.9393,-5.9560,0.1872,-5.7688
2662.5650,-5.9402,-5.9567,0.1851,-5.7716
2677.9490,-5.9411,-5.9574,0.1830,-5.7744
2693.4219,-5.9420,-5.9581,0.1810,-5.7771
2708.9842,-5.9429,-5.9589,0.1790,-5.7799
2724.6364,-5.9438,-5.9596,0.1770,-5.7825
2740.3791,-5.9447,-5.9603,0.1751,-5.7852
2756.2127,-5.9455,-5.9609,0.1731,-5.7878
2772.1378,-5.9464,-5.9616,0.1712,-5.7904
2788.1549,-5.9472,-5.9623,0.1693,-5.7930
2804.2646,-5.9481,-5.9630,0.1674,-5.7955
2820.4673,-5.9489,-5.9636,0.1656,-5.7980
2836.7637,-5.9497,-5.9643,0.1637,-5.8005
2853.1542,-5.9505,-5.9649,0.1619,-5.8030
2869.6394,-5.9513,-5.9655,0.1601,-5.8054
2886.2199,-5.9521,-5.9662,0.1583,-5.8078
2902.8961,-5.9529,-5.9668,0.1566,-5.8102
2919.6688,-5.9536,-5.9674,0.1548,-5.8126
2936.5383,-5.9544,-5.9680,0.1531,-5.8149
2953.5053,-5.9552,-5.9686,0.1514,-5.8172
2970.5703,-5.9559,-5.9692,0.1497,-5.8195
2987.7340,-5.9566,-5.9698,0.1481,-5.8217
3004.9968,-5.9574,-5.9704,0.1464,-5.8239
3022.3593,-5.9581,-5.9709,0.1448,-5.8261
3039.8222,-5.9588,-5.9715,0.1432,-5.8283
3057.3859,-5.9595,-5.9721,0.1416,-5.8305
3075.0512,-5.9602,-5.9726,0.1400,-5.8326
3092.8185,-5.9609,-5.9732,0.1384,-5.8347
3110.6885,-5.9616,-5.9737,0.1369,-5.8368
3128.6617,-5.9622,-5.9742,0.1354,-5.8389
3146.7387,-5.9629,-5.9748,0.1339,-5.8409
3164.9203,-5.9636,-5.9753,0.1324,-5.8429
3183.2068,-5.9642,-5.9758,0.1309,-5.8449
3201.5991,-5.9648,-5.9763,0.1294,-5.8469
3220.0975,-5.9655,-5.9768,0.1280,-5.8488
3238.7029,-5.9661,-5.9773,0.1265,-5.8508
3257.4158,-5.9667,-5.9778,0.1251,-5.8527
3276.2368,-5.9673,-5.9783,0.1237,-5.8546
3295.1665,-5.9679,-5.9788,0.1223,-5.8564
3314.2057,-5.9685,-5.9793,0.1210,-5.8583
3333.3548,-5.9691,-5.9797,0.1196,-5.8601
3352.6145,-5.9697,-5.9802,0.1183,-5.8619
3371.9856,-5.9703,-5.9807,0.1170,-5.8637
3391.4685,-5.9709,-5.9811,0.1156,-5.8655
3411.0641,-5.9714,-5.9816,0.1143,-5.8672
3430.7728,-5.9720,-5.9820,0.1131,-5.8689
3450.5955,-5.9726,-5.9824,0.1118,-5.8706
3470.5326,-5.9731,-5.9829,0.1105,-5.8723
3490.5850,-5.9736,-5.9833,0.1093,-5.8740
3510.7532,-5.9742,-5.9837,0.1081,-5.8757
3531.0380,-5.9747,-5.9842,0.1069,-5.8773
3551.4399,-5.9752,-5.9846,0.1057,-5.8789
3571.9598,-5.9757,-5.9850,0.1045,-5.8805
3592.5982,-5.9763,-5.9854,0.1033,-5.8821
3613.3558,-5.9768,-5.9858,0.1021,-5.8836
3634.2334,-5.9773,-5.9862,0.1010,-5.8852
3655.2316,-5.9778,-5.9866,0.0999,-5.8867
3676.3511,-5.9782,-5.9870,0.0987,-5.8882
3697.5927,-5.9787,-5.9874,0.0976,-5.8897
3718.9570,-5.9792,-5.9877,0.0965,-5.8912
3740.4447,-5.9797,-5.9881,0.0954,-5.8927
3762.0566,-5.9801,-5.9885,0.0944,-5.8941
3783.7934,-5.9806,-5.9888,0.0933,-5.8955
3805.6557,-5.9811,-5.9892,0.0923,-5.8969
3827.6444,-5.9815,-5.9896,0.0912,-5.8983
3849.7601,-5.9820,-5.9899,0.0902,-5.8997
3872.0036,-5.9824,-5.9903,0.0892,-5.9011
3894.3756,-5.9828,-5.9906,0.0882,-5.9024
3916.8769,-5.9833,-5.9910,0.0872,-5.9038
3939.5082,-5.9837,-5.9913,0.0862,-5.9051
3962.2702,-5.9841,-5.9916,0.0852,-5.9064
3985.1638,-5.9845,-5.9920,0.0843,-5.9077
4008.1896,-5.9849,-5.9923,0.0833,-5.9090
4031.3485,-5.9853,-5.9926,0.0824,-5.9102
4054.6412,-5.9858,-5.9929,0.0814,-5.9115
4078.0685,-5.9861,-5.9932,0.0805,-5.9127
4101.6311,-5.9865,-5.9936,0.0796,-5.9139
4125.3299,-5.9869,-5.9939,0.0787,-5.9151
4149.1656,-5.9873,-5.9942,0.0778,-5.9163
4173.1391,-5.9877,-5.9945,0.0770,-5.9175
4197.2510,-5.9881,-5.9948,0.0761,-5.9187
4221.5023,-5.9884,-5.9951,0.0752,-5.9198
4245.8936,-5.9888,-5.9954,0.0744,-5.9210
4270.4260,-5.9892,-5.9956,0.0735,-5.9221
4295.1000,-5.9895,-5.9959,0.0727,-5.9232
4319.9166,-5.9899,-5.9962,0.0719,-5.9243
4344.8767,-5.9902,-5.9965,0.0711,-5.9254
4369.9809,-5.9906,-5.9968,0.0703,-5.9265
4395.2302,-5.9909,-5.9970,0.0695,-5.9276
4420.6253,-5.9913,-5.9973,0.0687,-5.9286
4446.1672,-5.9916,-5.9976,0.0679,-5.9297
4471.8567,-5.9919,-5.9978,0.0671,-5.9307
4497.6946,-5.9923,-5.9981,0.0664,-5.9317
4523.6818,-5.9926,-5.9984,0.0656,-5.9327
4549.8191,-5.9929,-5.9986,0.0649,-5.9337
4576.1075,-5.9932,-5.9989,0.0642,-5.9347
4602.5477,-5.9935,-5.9991,0.0634,-5.9357
4629.1408,-5.9938,-5.9994,0.0627,-5.9366
4655.8874,-5.9941,-5.9996,0.0620,-5.9376
4682.7887,-5.9944,-5.9998,0.0613,-5.9385
4709.8453,-5.9947,-6.0001,0.0606,-5.9395
4737.0583,-5.9950,-6.0003,0.0599,-5.9404
4764.4285,-5.9953,-6.0005,0.0592,-5.9413
4791.9568,-5.9956,-6.0008,0.0586,-5.9422
4819.6443,-5.9959,-6.0010,0.0579,-5.9431
4847.4916,-5.9962,-6.0012,0.0573,-5.9440
4875.4999,-5.9965,-6.0014,0.0566,-5.9448
4903.6700,-5.9967,-6.0017,0.0560,-5.9457
4932.0029,-5.9970,-6.0019,0.0553,-5.9466
4960.4995,-5.9973,-6.0021,0.0547,-5.9474
4989.1607,-5.9976,-6.0023,0.0541,-5.9482
5017.9875,-5.9978,-6.0025,0.0535,-5.9490
5046.9809,-5.9981,-6.0027,0.0529,-5.9499
5076.1418,-5.9983,-6.0029,0.0523,-5.9507
5105.4712,-5.9986,-6.0031,0.0517,-5.9515
5134.9701,-5.9988,-6.0033,0.0511,-5.9522
5164.6394,-5.9991,-6.0035,0.0505,-5.9530
5194.4801,-5.9993,-6.0037,0.0499,-5.9538
5224.4933,-5.9996,-6.0039,0.0494,-5.9545
5254.6798,-5.9998,-6.0041,0.0488,-5.9553
5285.0408,-6.0001,-6.0043,0.0483,-5.9560
5315.5772,-6.0003,-6.0045,0.0477,-5.9568
5346.2900,-6.0005,-6.0047,0.0472,-5.9575
5377.1803,-6.0008,-6.0048,0.0466,-5.9582
5408.2491,-6.0010,-6.0050,0.0461,-5.9589
5439.4974,-6.0012,-6.0052,0.0456,-5.9596
5470.9262,-6.0014,-6.0054,0.0451,-5.9603
5502.5366,-6.0016,-6.0056,0.0445,-5.9610
5534.3297,-6.0019,-6.0057,0.0440,-5.9617
5566.3064,-6.0021,-6.0059,0.0435,-5.9624
5598.4679,-6.0023,-6.0061,0.0430,-5.9630
5630.8153,-6.0025,-6.0062,0.0426,-5.9637
5663.3495,-6.0027,-6.0064,0.0421,-5.9643
5696.0717,-6.0029,-6.0066,0.0416,-5.9650
5728.9830,-6.0031,-6.0067,0.0411,-5.9656
5762.0845,-6.0033,-6.0069,0.0407,-5.9662
5795.3772,-6.0035,-6.0070,0.0402,-5.9668
5828.8622,-6.0037,-6.0072,0.0397,-5.9675
5862.5408,-6.0039,-6.0073,0.0393,-5.9681
5896.4139,-6.0041,-6.0075,0.0388,-5.9687
5930.4827,-6.0043,-6.0076,0.0384,-5.9693
5964.7484,-6.0045,-6.0078,0.0380,-5.9698
5999.2121,-6.0046,-6.0079,0.0375,-5.9704
6033.8749,-6.0048,-6.0081,0.0371,-5.9710
6068.7380,-6.0050,-6.0082,0.0367,-5.9716
6103.8025,-6.0052,-6.0084,0.0363,-5.9721
6139.0696,-6.0054,-6.0085,0.0358,-5.9727
6174.5405,-6.0055,-6.0086,0.0354,-5.9732
6210.2163,-6.0057,-6.0088,0.0350,-5.9737
6246.0983,-6.0059,-6.0089,0.0346,-5.9743
6282.1875,-6.0060,-6.0091,0.0342,-5.9748
6318.4853,-6.0062,-6.0092,0.0339,-5.9753
6354.9929,-6.0064,-6.0093,0.0335,-5.9758
6391.7113,-6.0065,-6.0094,0.0331,-5.9764
6428.6419,-6.0067,-6.0096,0.0327,-5.9769
6465.7859,-6.0069,-6.0097,0.0323,-5.9774
6503.1445,-6.0070,-6.0098,0.0320,-5.9779
6540.7190,-6.0072,-6.0099,0.0316,-5.9783
6578.5106,-6.0073,-6.0101,0.0312,-5.9788
6616.5205,-6.0075,-6.0102,0.0309,-5.9793
6654.7500,-6.0076,-6.0103,0.0305,-5.9798
6693.2005,-6.0078,-6.0104,0.0302,-5.9802
6731.8730,-6.0079,-6.0105,0.0298,-5.9807
6770.7691,-6.0081,-6.0107,0.0295,-5.9812
6809.8899,-6.0082,-6.0108,0.0292,-5.9816
6849.2367,-6.0084,-6.0109,0.0288,-5.9820
6888.8108,-6.0085,-6.0110,0.0285,-5.9825
6928.6136,-6.0086,-6.0111,0.0282,-5.9829
6968.6464,-6.0088,-6.0112,0.0279,-5.9834
7008.9105,-6.0089,-6.0113,0.0275,-5.9838
7049.4072,-6.0090,-6.0114,0.0272,-5.9842
7090.1379,-6.0092,-6.0115,0.0269,-5.9846
7131.1040,-6.0093,-6.0116,0.0266,-5.9850
7172.3067,-6.0094,-6.0117,0.0263,-5.9854
7213.7475,-6.0096,-6.0118,0.0260,-5.9858
7255.4278,-6.0097,-6.0119,0.0257,-5.9862
7297.3489,-6.0098,-6.0120,0.0254,-5.9866
7339.5121,-6.0099,-6.0121,0.0251,-5.9870
7381.9190,-6.0101,-6.0122,0.0248,-5.9874
7424.5710,-6.0102,-6.0123,0.0246,-5.9878
