freq_Hz,woofer_dB,mid_dB,tweeter_raw_dB,tweeter_trimmed_dB,system_sum_raw_dB,system_sum_matched_dB
1558.397,3.6710,79.0292,89.8691,82.8691,92.0616,87.1808
1564.567,3.5338,78.9319,89.9305,82.9305,92.0878,87.1805
1570.761,3.3965,78.8342,89.9913,82.9913,92.1140,87.1803
1576.980,3.2592,78.7360,90.0514,83.0514,92.1400,87.1802
1583.223,3.1220,78.6374,90.1109,83.1109,92.1660,87.1802
1589.492,2.9847,78.5383,90.1698,83.1698,92.1918,87.1803
1595.785,2.8475,78.4388,90.2281,83.2281,92.2175,87.1806
1602.102,2.7102,78.3388,90.2857,83.2857,92.2432,87.1809
1608.445,2.5729,78.2385,90.3428,83.3428,92.2687,87.1814
1614.813,2.4357,78.1377,90.3992,83.3992,92.2941,87.1820
1621.207,2.2984,78.0365,90.4550,83.4550,92.3193,87.1827
1627.625,2.1611,77.9348,90.5102,83.5102,92.3445,87.1835
1634.069,2.0239,77.8328,90.5649,83.5649,92.3695,87.1844
1640.539,1.8866,77.7303,90.6189,83.6189,92.3944,87.1854
1647.034,1.7494,77.6275,90.6724,83.6724,92.4191,87.1865
1653.555,1.6121,77.5242,90.7252,83.7252,92.4438,87.1878
1660.101,1.4748,77.4205,90.7775,83.7775,92.4683,87.1891
1666.674,1.3376,77.3164,90.8292,83.8292,92.4926,87.1905
1673.273,1.2003,77.2119,90.8804,83.8804,92.5169,87.1920
1679.897,1.0630,77.1071,90.9310,83.9310,92.5409,87.1936
1686.548,0.9258,77.0018,90.9810,83.9810,92.5649,87.1953
1693.226,0.7885,76.8962,91.0305,84.0305,92.5887,87.1971
1699.929,0.6512,76.7901,91.0794,84.0794,92.6124,87.1990
1706.659,0.5140,76.6837,91.1278,84.1278,92.6359,87.2010
1713.416,0.3767,76.5770,91.1756,84.1756,92.6593,87.2030
1720.200,0.2394,76.4698,91.2229,84.2229,92.6825,87.2051
1727.011,0.1022,76.3623,91.2697,84.2697,92.7056,87.2074
1733.848,-0.0351,76.2544,91.3160,84.3160,92.7285,87.2097
1740.713,-0.1724,76.1461,91.3617,84.3617,92.7513,87.2120
1747.604,-0.3096,76.0375,91.4069,84.4069,92.7739,87.2145
1754.523,-0.4469,75.9285,91.4516,84.4516,92.7964,87.2170
1761.470,-0.5842,75.8192,91.4958,84.4958,92.8187,87.2196
1768.444,-0.7214,75.7095,91.5394,84.5394,92.8409,87.2222
1775.445,-0.8587,75.5995,91.5826,84.5826,92.8629,87.2250
1782.474,-0.9960,75.4891,91.6253,84.6253,92.8848,87.2278
1789.531,-1.1332,75.3784,91.6675,84.6675,92.9065,87.2306
1796.616,-1.2705,75.2674,91.7092,84.7092,92.9280,87.2335
1803.729,-1.4078,75.1560,91.7504,84.7504,92.9494,87.2365
1810.871,-1.5451,75.0443,91.7911,84.7911,92.9707,87.2396
1818.040,-1.6823,74.9322,91.8314,84.8314,92.9917,87.2427
1825.238,-1.8196,74.8199,91.8712,84.8712,93.0127,87.2458
1832.464,-1.9569,74.7072,91.9105,84.9105,93.0334,87.2490
1839.719,-2.0941,74.5942,91.9494,84.9494,93.0540,87.2523
1847.003,-2.2314,74.4809,91.9878,84.9878,93.0744,87.2556
1854.316,-2.3687,74.3672,92.0258,85.0258,93.0947,87.2590
1861.657,-2.5059,74.2533,92.0633,85.0633,93.1148,87.2624
1869.028,-2.6432,74.1391,92.1004,85.1004,93.1348,87.2658
1876.427,-2.7805,74.0245,92.1370,85.1370,93.1546,87.2693
1883.856,-2.9177,73.9097,92.1732,85.1732,93.1742,87.2729
1891.315,-3.0550,73.7946,92.2090,85.2090,93.1937,87.2765
1898.803,-3.1923,73.6791,92.2443,85.2443,93.2130,87.2801
1906.320,-3.3296,73.5634,92.2792,85.2792,93.2321,87.2837
1913.868,-3.4668,73.4474,92.3137,85.3137,93.2511,87.2874
1921.445,-3.6041,73.3311,92.3478,85.3478,93.2699,87.2912
1929.052,-3.7414,73.2146,92.3815,85.3815,93.2886,87.2949
1936.690,-3.8786,73.0977,92.4148,85.4148,93.3071,87.2987
1944.357,-4.0159,72.9806,92.4477,85.4477,93.3255,87.3026
1952.055,-4.1532,72.8632,92.4801,85.4801,93.3436,87.3064
1959.784,-4.2905,72.7456,92.5122,85.5122,93.3617,87.3103
1967.543,-4.4277,72.6277,92.5439,85.5439,93.3795,87.3142
1975.333,-4.5650,72.5095,92.5752,85.5752,93.3972,87.3182
1983.153,-4.7023,72.3910,92.6062,85.6062,93.4148,87.3222
1991.005,-4.8395,72.2724,92.6367,85.6367,93.4322,87.3261
1998.888,-4.9768,72.1534,92.6669,85.6669,93.4494,87.3302
2006.801,-5.1141,72.0342,92.6967,85.6967,93.4665,87.3342
2014.747,-5.2514,71.9148,92.7262,85.7262,93.4834,87.3382
2022.723,-5.3886,71.7951,92.7553,85.7553,93.5002,87.3423
2030.731,-5.5259,71.6752,92.7840,85.7840,93.5168,87.3464
2038.771,-5.6632,71.5550,92.8124,85.8124,93.5333,87.3505
2046.843,-5.8005,71.4346,92.8404,85.8404,93.5496,87.3546
2054.947,-5.9377,71.3140,92.8681,85.8681,93.5657,87.3587
2063.083,-6.0750,71.1931,92.8955,85.8955,93.5817,87.3629
2071.251,-6.2123,71.0720,92.9225,85.9225,93.5976,87.3670
2079.451,-6.3496,70.9507,92.9491,85.9491,93.6132,87.3712
2087.684,-6.4868,70.8292,92.9755,85.9755,93.6288,87.3754
2095.949,-6.6241,70.7074,93.0015,86.0015,93.6442,87.3795
2104.248,-6.7614,70.5855,93.0272,86.0272,93.6594,87.3837
2112.579,-6.8986,70.4633,93.0526,86.0526,93.6745,87.3879
2120.943,-7.0359,70.3409,93.0776,86.0776,93.6895,87.3921
2129.340,-7.1732,70.2183,93.1024,86.1024,93.7043,87.3963
2137.770,-7.3105,70.0955,93.1268,86.1268,93.7189,87.4005
2146.234,-7.4477,69.9725,93.1509,86.1509,93.7334,87.4047
2154.731,-7.5850,69.8492,93.1748,86.1748,93.7478,87.4089
2163.262,-7.7223,69.7258,93.1983,86.1983,93.7620,87.4131
2171.826,-7.8596,69.6022,93.2215,86.2215,93.7761,87.4173
2180.425,-7.9968,69.4784,93.2445,86.2445,93.7900,87.4216
2189.058,-8.1341,69.3544,93.2671,86.2671,93.8038,87.4258
2197.724,-8.2714,69.2302,93.2895,86.2895,93.8175,87.4300
2206.426,-8.4087,69.1059,93.3116,86.3116,93.8310,87.4342
2215.161,-8.5459,68.9813,93.3334,86.3334,93.8444,87.4384
2223.931,-8.6832,68.8566,93.3549,86.3549,93.8576,87.4425
2232.736,-8.8205,68.7317,93.3762,86.3762,93.8707,87.4467
2241.576,-8.9578,68.6066,93.3972,86.3972,93.8837,87.4509
2250.450,-9.0950,68.4813,93.4179,86.4179,93.8966,87.4551
2259.360,-9.2323,68.3559,93.4384,86.4384,93.9093,87.4592
2268.305,-9.3696,68.2303,93.4586,86.4586,93.9218,87.4634
2277.286,-9.5069,68.1045,93.4785,86.4785,93.9343,87.4675
2286.302,-9.6441,67.9786,93.4982,86.4982,93.9466,87.4717
2295.354,-9.7814,67.8525,93.5177,86.5177,93.9588,87.4758
2304.441,-9.9187,67.7262,93.5369,86.5369,93.9708,87.4799
2313.565,-10.0560,67.5998,93.5558,86.5558,93.9827,87.4840
2322.725,-10.1932,67.4732,93.5745,86.5745,93.9945,87.4881
2331.921,-10.3305,67.3465,93.5930,86.5930,94.0062,87.4922
2341.153,-10.4678,67.2196,93.6112,86.6112,94.0177,87.4963
2350.422,-10.6051,67.0926,93.6292,86.6292,94.0292,87.5003
2359.728,-10.7424,66.9654,93.6470,86.6470,94.0405,87.5044
2369.070,-10.8796,66.8380,93.6645,86.6645,94.0516,87.5084
2378.450,-11.0169,66.7106,93.6819,86.6819,94.0627,87.5124
2387.866,-11.1542,66.5829,93.6990,86.6990,94.0736,87.5164
2397.320,-11.2915,66.4552,93.7158,86.7158,94.0845,87.5204
2406.812,-11.4287,66.3273,93.7325,86.7325,94.0952,87.5244
2416.340,-11.5660,66.1992,93.7490,86.7490,94.1058,87.5283
2425.907,-11.7033,66.0711,93.7652,86.7652,94.1162,87.5323
2435.512,-11.8406,65.9428,93.7812,86.7812,94.1266,87.5362
2445.154,-11.9778,65.8143,93.7970,86.7970,94.1368,87.5401
2454.835,-12.1151,65.6858,93.8127,86.8127,94.1470,87.5440
2464.554,-12.2524,65.5571,93.8281,86.8281,94.1570,87.5479
2474.311,-12.3897,65.4282,93.8433,86.8433,94.1669,87.5517
2484.107,-12.5269,65.2993,93.8583,86.8583,94.1767,87.5555
2493.942,-12.6642,65.1702,93.8731,86.8731,94.1864,87.5593
2503.816,-12.8015,65.0410,93.8878,86.8878,94.1960,87.5631
2513.729,-12.9388,64.9117,93.9022,86.9022,94.2054,87.5669
2523.681,-13.0761,64.7823,93.9165,86.9165,94.2148,87.5707
2533.673,-13.2133,64.6527,93.9306,86.9306,94.2241,87.5744
2543.704,-13.3506,64.5231,93.9445,86.9445,94.2332,87.5781
2553.775,-13.4879,64.3933,93.9582,86.9582,94.2423,87.5818
2563.886,-13.6252,64.2634,93.9717,86.9717,94.2512,87.5855
2574.037,-13.7624,64.1334,93.9851,86.9851,94.2601,87.5892
2584.227,-13.8997,64.0033,93.9983,86.9983,94.2689,87.5928
2594.459,-14.0370,63.8731,94.0113,87.0113,94.2775,87.5964
2604.731,-14.1743,63.7428,94.0241,87.0241,94.2861,87.6000
2615.043,-14.3116,63.6124,94.0368,87.0368,94.2945,87.6036
2625.396,-14.4488,63.4819,94.0493,87.0493,94.3029,87.6071
2635.791,-14.5861,63.3512,94.0617,87.0617,94.3112,87.6106
2646.226,-14.7234,63.2205,94.0739,87.0739,94.3194,87.6142
2656.703,-14.8607,63.0897,94.0859,87.0859,94.3275,87.6176
2667.221,-14.9979,62.9588,94.0978,87.0978,94.3354,87.6211
2677.781,-15.1352,62.8278,94.1095,87.1095,94.3433,87.6245
2688.383,-15.2725,62.6967,94.1211,87.1211,94.3512,87.6280
2699.026,-15.4098,62.5655,94.1325,87.1325,94.3589,87.6314
2709.712,-15.5471,62.4342,94.1438,87.1438,94.3665,87.6347
2720.440,-15.6843,62.3028,94.1549,87.1549,94.3741,87.6381
2731.211,-15.8216,62.1713,94.1659,87.1659,94.3815,87.6414
2742.024,-15.9589,62.0398,94.1767,87.1767,94.3889,87.6447
2752.880,-16.0962,61.9081,94.1874,87.1874,94.3962,87.6480
2763.779,-16.2335,61.7764,94.1980,87.1980,94.4034,87.6513
2774.722,-16.3707,61.6446,94.2084,87.2084,94.4105,87.6545
2785.707,-16.5080,61.5127,94.2187,87.2187,94.4175,87.6577
2796.736,-16.6453,61.3807,94.2288,87.2288,94.4245,87.6609
2807.809,-16.7826,61.2487,94.2388,87.2388,94.4314,87.6641
2818.925,-16.9198,61.1165,94.2487,87.2487,94.4382,87.6673
2830.086,-17.0571,60.9843,94.2585,87.2585,94.4449,87.6704
2841.290,-17.1944,60.8520,94.2681,87.2681,94.4515,87.6735
2852.539,-17.3317,60.7197,94.2776,87.2776,94.4581,87.6766
2863.833,-17.4690,60.5872,94.2870,87.2870,94.4646,87.6797
2875.171,-17.6062,60.4547,94.2962,87.2962,94.4710,87.6827
2886.555,-17.7435,60.3222,94.3054,87.3054,94.4773,87.6857
2897.983,-17.8808,60.1895,94.3144,87.3144,94.4836,87.6887
2909.456,-18.0181,60.0568,94.3233,87.3233,94.4898,87.6917
2920.975,-18.1554,59.9240,94.3321,87.3321,94.4959,87.6946
2932.540,-18.2926,59.7911,94.3407,87.3407,94.5019,87.6975
2944.150,-18.4299,59.6582,94.3493,87.3493,94.5079,87.7004
2955.806,-18.5672,59.5252,94.3577,87.3577,94.5138,87.7033
2967.509,-18.7045,59.3921,94.3661,87.3661,94.5196,87.7062
2979.258,-18.8418,59.2590,94.3743,87.3743,94.5254,87.7090
2991.053,-18.9790,59.1258,94.3824,87.3824,94.5311,87.7118
3002.895,-19.1163,58.9926,94.3904,87.3904,94.5367,87.7146
3014.784,-19.2536,58.8593,94.3983,87.3983,94.5423,87.7174
3026.720,-19.3909,58.7259,94.4061,87.4061,94.5478,87.7201
3038.703,-19.5281,58.5925,94.4138,87.4138,94.5532,87.7229
3050.734,-19.6654,58.4590,94.4214,87.4214,94.5586,87.7256
3062.812,-19.8027,58.3254,94.4289,87.4289,94.5639,87.7283
3074.938,-19.9400,58.1918,94.4363,87.4363,94.5691,87.7309
3087.112,-20.0773,58.0582,94.4436,87.4436,94.5743,87.7336
3099.334,-20.2145,57.9245,94.4508,87.4508,94.5794,87.7362
3111.605,-20.3518,57.7907,94.4579,87.4579,94.5845,87.7388
3123.924,-20.4891,57.6569,94.4649,87.4649,94.5895,87.7413
3136.292,-20.6264,57.5230,94.4719,87.4719,94.5944,87.7439
3148.709,-20.7637,57.3890,94.4787,87.4787,94.5993,87.7464
3161.176,-20.9009,57.2551,94.4854,87.4854,94.6041,87.7489
3173.691,-21.0382,57.1210,94.4921,87.4921,94.6089,87.7514
3186.256,-21.1755,56.9870,94.4987,87.4987,94.6136,87.7539
3198.871,-21.3128,56.8528,94.5052,87.5052,94.6182,87.7563
3211.536,-21.4501,56.7186,94.5116,87.5116,94.6228,87.7587
3224.251,-21.5873,56.5844,94.5179,87.5179,94.6274,87.7612
3237.016,-21.7246,56.4501,94.5241,87.5241,94.6319,87.7635
3249.832,-21.8619,56.3158,94.5303,87.5303,94.6363,87.7659
3262.698,-21.9992,56.1815,94.5363,87.5363,94.6407,87.7682
3275.616,-22.1365,56.0471,94.5423,87.5423,94.6450,87.7706
3288.584,-22.2737,55.9126,94.5482,87.5482,94.6493,87.7729
3301.604,-22.4110,55.7781,94.5541,87.5541,94.6535,87.7751
3314.676,-22.5483,55.6436,94.5598,87.5598,94.6577,87.7774
3327.799,-22.6856,55.5090,94.5655,87.5655,94.6618,87.7796
3340.974,-22.8229,55.3744,94.5711,87.5711,94.6659,87.7819
3354.202,-22.9601,55.2397,94.5767,87.5767,94.6699,87.7841
3367.481,-23.0974,55.1050,94.5821,87.5821,94.6739,87.7863
3380.814,-23.2347,54.9702,94.5875,87.5875,94.6778,87.7884
3394.199,-23.3720,54.8355,94.5928,87.5928,94.6817,87.7906
3407.637,-23.5093,54.7006,94.5981,87.5981,94.6855,87.7927
3421.128,-23.6465,54.5658,94.6033,87.6033,94.6893,87.7948
3434.673,-23.7838,54.4309,94.6084,87.6084,94.6931,87.7969
3448.271,-23.9211,54.2960,94.6134,87.6134,94.6968,87.7989
3461.923,-24.0584,54.1610,94.6184,87.6184,94.7004,87.8010
3475.630,-24.1957,54.0260,94.6233,87.6233,94.7041,87.8030
3489.390,-24.3329,53.8909,94.6282,87.6282,94.7076,87.8050
3503.205,-24.4702,53.7559,94.6330,87.6330,94.7111,87.8070
3517.075,-24.6075,53.6207,94.6377,87.6377,94.7146,87.8090
3530.999,-24.7448,53.4856,94.6424,87.6424,94.7181,87.8109
3544.979,-24.8821,53.3504,94.6470,87.6470,94.7215,87.8129
3559.014,-25.0194,53.2152,94.6515,87.6515,94.7248,87.8148
3573.105,-25.1566,53.0800,94.6560,87.6560,94.7281,87.8167
3587.251,-25.2939,52.9447,94.6604,87.6604,94.7314,87.8186
3601.454,-25.4312,52.8094,94.6648,87.6648,94.7347,87.8205
3615.712,-25.5685,52.6741,94.6691,87.6691,94.7379,87.8223
3630.027,-25.7058,52.5387,94.6733,87.6733,94.7410,87.8241
3644.399,-25.8430,52.4033,94.6775,87.6775,94.7441,87.8259
3658.828,-25.9803,52.2679,94.6817,87.6817,94.7472,87.8277
3673.314,-26.1176,52.1324,94.6858,87.6858,94.7503,87.8295
3687.857,-26.2549,51.9970,94.6898,87.6898,94.7533,87.8313
3702.458,-26.3922,51.8614,94.6938,87.6938,94.7563,87.8330
3717.116,-26.5294,51.7259,94.6977,87.6977,94.7592,87.8348
3731.833,-26.6667,51.5904,94.7016,87.7016,94.7621,87.8365
3746.608,-26.8040,51.4548,94.7054,87.7054,94.7650,87.8382
3761.441,-26.9413,51.3191,94.7092,87.7092,94.7678,87.8399
3776.333,-27.0786,51.1835,94.7129,87.7129,94.7706,87.8415
3791.284,-27.2158,51.0478,94.7166,87.7166,94.7734,87.8432
3806.294,-27.3531,50.9121,94.7203,87.7203,94.7761,87.8448
3821.364,-27.4904,50.7764,94.7238,87.7238,94.7788,87.8464
3836.493,-27.6277,50.6407,94.7274,87.7274,94.7815,87.8480
3851.682,-27.7650,50.5049,94.7309,87.7309,94.7841,87.8496
3866.932,-27.9022,50.3691,94.7343,87.7343,94.7867,87.8512
3882.241,-28.0395,50.2333,94.7377,87.7377,94.7893,87.8527
3897.612,-28.1768,50.0975,94.7411,87.7411,94.7918,87.8543
3913.043,-28.3141,49.9616,94.7444,87.7444,94.7943,87.8558
3928.535,-28.4514,49.8258,94.7477,87.7477,94.7968,87.8573
3944.089,-28.5887,49.6899,94.7509,87.7509,94.7993,87.8588
3959.704,-28.7259,49.5539,94.7541,87.7541,94.8017,87.8603
3975.381,-28.8632,49.4180,94.7572,87.7572,94.8041,87.8618
3991.120,-29.0005,49.2820,94.7603,87.7603,94.8064,87.8632
4006.921,-29.1378,49.1460,94.7634,87.7634,94.8088,87.8647
4022.785,-29.2751,49.0100,94.7664,87.7664,94.8111,87.8661
4038.712,-29.4123,48.8740,94.7694,87.7694,94.8133,87.8675
4054.702,-29.5496,48.7380,94.7723,87.7723,94.8156,87.8689
4070.755,-29.6869,48.6019,94.7752,87.7752,94.8178,87.8703
4086.872,-29.8242,48.4658,94.7781,87.7781,94.8200,87.8716
4103.052,-29.9615,48.3297,94.7809,87.7809,94.8222,87.8730
4119.297,-30.0987,48.1936,94.7837,87.7837,94.8243,87.8743
4135.606,-30.2360,48.0575,94.7865,87.7865,94.8264,87.8757
4151.979,-30.3733,47.9213,94.7892,87.7892,94.8285,87.8770
4168.417,-30.5106,47.7851,94.7919,87.7919,94.8306,87.8783
4184.921,-30.6479,47.6489,94.7946,87.7946,94.8326,87.8796
4201.489,-30.7852,47.5127,94.7972,87.7972,94.8346,87.8808
4218.124,-30.9224,47.3765,94.7998,87.7998,94.8366,87.8821
4234.824,-31.0597,47.2403,94.8023,87.8023,94.8386,87.8834
4251.590,-31.1970,47.1040,94.8048,87.8048,94.8405,87.8846
4268.423,-31.3343,46.9677,94.8073,87.8073,94.8425,87.8858
4285.322,-31.4716,46.8315,94.8098,87.8098,94.8444,87.8870
4302.288,-31.6088,46.6952,94.8122,87.8122,94.8462,87.8882
4319.321,-31.7461,46.5588,94.8146,87.8146,94.8481,87.8894
4336.422,-31.8834,46.4225,94.8169,87.8169,94.8499,87.8906
4353.591,-32.0207,46.2862,94.8193,87.8193,94.8517,87.8918
4370.827,-32.1580,46.1498,94.8215,87.8215,94.8535,87.8929
4388.132,-32.2952,46.0134,94.8238,87.8238,94.8553,87.8941
4405.505,-32.4325,45.8770,94.8261,87.8261,94.8570,87.8952
4422.947,-32.5698,45.7406,94.8283,87.8283,94.8587,87.8963
4440.458,-32.7071,45.6042,94.8304,87.8304,94.8604,87.8974
4458.039,-32.8444,45.4678,94.8326,87.8326,94.8621,87.8985
4475.689,-32.9817,45.3313,94.8347,87.8347,94.8638,87.8996
4493.408,-33.1189,45.1949,94.8368,87.8368,94.8654,87.9007
4511.198,-33.2562,45.0584,94.8389,87.8389,94.8670,87.9017
4529.059,-33.3935,44.9219,94.8409,87.8409,94.8686,87.9028
4546.990,-33.5308,44.7854,94.8429,87.8429,94.8702,87.9038
4564.992,-33.6681,44.6489,94.8449,87.8449,94.8717,87.9048
4583.066,-33.8053,44.5124,94.8469,87.8469,94.8733,87.9059
4601.211,-33.9426,44.3758,94.8488,87.8488,94.8748,87.9069
4619.427,-34.0799,44.2393,94.8507,87.8507,94.8763,87.9079
4637.716,-34.2172,44.1027,94.8526,87.8526,94.8778,87.9089
4656.078,-34.3545,43.9662,94.8545,87.8545,94.8793,87.9098
4674.512,-34.4918,43.8296,94.8563,87.8563,94.8807,87.9108
4693.019,-34.6290,43.6930,94.8582,87.8582,94.8821,87.9118
4711.599,-34.7663,43.5564,94.8600,87.8600,94.8836,87.9127
4730.253,-34.9036,43.4198,94.8617,87.8617,94.8850,87.9137
4748.981,-35.0409,43.2832,94.8635,87.8635,94.8863,87.9146
4767.783,-35.1782,43.1465,94.8652,87.8652,94.8877,87.9155
4786.659,-35.3154,43.0099,94.8669,87.8669,94.8891,87.9164
4805.610,-35.4527,42.8732,94.8686,87.8686,94.8904,87.9173
4824.636,-35.5900,42.7366,94.8702,87.8702,94.8917,87.9182
4843.737,-35.7273,42.5999,94.8719,87.8719,94.8930,87.9191
4862.914,-35.8646,42.4632,94.8735,87.8735,94.8943,87.9200
4882.167,-36.0019,42.3265,94.8751,87.8751,94.8955,87.9208
4901.497,-36.1391,42.1898,94.8767,87.8767,94.8968,87.9217
4920.902,-36.2764,42.0531,94.8782,87.8782,94.8980,87.9225
4940.385,-36.4137,41.9164,94.8798,87.8798,94.8993,87.9234
4959.944,-36.5510,41.7797,94.8813,87.8813,94.9005,87.9242
4979.582,-36.6883,41.6429,94.8828,87.8828,94.9017,87.9250
4999.296,-36.8255,41.5062,94.8842,87.8842,94.9028,87.9258
5019.089,-36.9628,41.3694,94.8857,87.8857,94.9040,87.9266
5038.961,-37.1001,41.2327,94.8871,87.8871,94.9052,87.9274
5058.911,-37.2374,41.0959,94.8886,87.8886,94.9063,87.9282
5078.939,-37.3747,40.9591,94.8900,87.8900,94.9074,87.9290
5099.048,-37.5120,40.8224,94.8913,87.8913,94.9085,87.9298
5119.235,-37.6492,40.6856,94.8927,87.8927,94.9096,87.9305
5139.503,-37.7865,40.5488,94.8941,87.8941,94.9107,87.9313
5159.851,-37.9238,40.4120,94.8954,87.8954,94.9118,87.9320
5180.280,-38.0611,40.2751,94.8967,87.8967,94.9128,87.9328
5200.789,-38.1984,40.1383,94.8980,87.8980,94.9139,87.9335
5221.380,-38.3356,40.0015,94.8993,87.8993,94.9149,87.9342
5242.052,-38.4729,39.8647,94.9005,87.9005,94.9159,87.9349
5262.806,-38.6102,39.7278,94.9018,87.9018,94.9169,87.9356
5283.642,-38.7475,39.5910,94.9030,87.9030,94.9179,87.9363
5304.561,-38.8848,39.4541,94.9042,87.9042,94.9189,87.9370
5325.562,-39.0221,39.3172,94.9054,87.9054,94.9199,87.9377
5346.647,-39.1593,39.1804,94.9066,87.9066,94.9208,87.9384
5367.815,-39.2966,39.0435,94.9078,87.9078,94.9218,87.9390
5389.067,-39.4339,38.9066,94.9090,87.9090,94.9227,87.9397
5410.403,-39.5712,38.7697,94.9101,87.9101,94.9236,87.9404
5431.824,-39.7085,38.6328,94.9112,87.9112,94.9245,87.9410
5453.329,-39.8457,38.4959,94.9123,87.9123,94.9254,87.9417
5474.919,-39.9830,38.3590,94.9134,87.9134,94.9263,87.9423
5496.595,-40.1203,38.2221,94.9145,87.9145,94.9272,87.9429
5518.357,-40.2576,38.0852,94.9156,87.9156,94.9281,87.9435
5540.205,-40.3949,37.9482,94.9166,87.9166,94.9289,87.9442
5562.140,-40.5322,37.8113,94.9177,87.9177,94.9298,87.9448
5584.161,-40.6694,37.6744,94.9187,87.9187,94.9306,87.9454
5606.269,-40.8067,37.5374,94.9197,87.9197,94.9315,87.9460
5628.465,-40.9440,37.4005,94.9207,87.9207,94.9323,87.9466
5650.749,-41.0813,37.2635,94.9217,87.9217,94.9331,87.9471
5673.121,-41.2186,37.1266,94.9227,87.9227,94.9339,87.9477
5695.582,-41.3558,36.9896,94.9237,87.9237,94.9347,87.9483
5718.131,-41.4931,36.8527,94.9246,87.9246,94.9355,87.9489
5740.770,-41.6304,36.7157,94.9256,87.9256,94.9362,87.9494
5763.499,-41.7677,36.5787,94.9265,87.9265,94.9370,87.9500
5786.317,-41.9050,36.4417,94.9274,87.9274,94.9377,87.9505
5809.226,-42.0423,36.3047,94.9283,87.9283,94.9385,87.9511
5832.226,-42.1795,36.1677,94.9292,87.9292,94.9392,87.9516
5855.316,-42.3168,36.0307,94.9301,87.9301,94.9399,87.9521
5878.498,-42.4541,35.8937,94.9310,87.9310,94.9407,87.9527
5901.772,-42.5914,35.7567,94.9318,87.9318,94.9414,87.9532
5925.138,-42.7287,35.6197,94.9327,87.9327,94.9421,87.9537
5948.596,-42.8660,35.4827,94.9335,87.9335,94.9427,87.9542
5972.148,-43.0032,35.3457,94.9343,87.9343,94.9434,87.9547
5995.792,-43.1405,35.2087,94.9351,87.9351,94.9441,87.9552
6019.530,-43.2778,35.0717,94.9359,87.9359,94.9448,87.9557
6043.363,-43.4151,34.9346,94.9367,87.9367,94.9454,87.9562
6067.289,-43.5524,34.7976,94.9375,87.9375,94.9461,87.9566
6091.310,-43.6896,34.6606,94.9383,87.9383,94.9467,87.9571
6115.427,-43.8269,34.5235,94.9391,87.9391,94.9474,87.9576
6139.638,-43.9642,34.3865,94.9398,87.9398,94.9480,87.9581
6163.946,-44.1015,34.2494,94.9406,87.9406,94.9486,87.9585
6188.350,-44.2388,34.1124,94.9413,87.9413,94.9492,87.9590
6212.851,-44.3761,33.9753,94.9420,87.9420,94.9498,87.9594
6237.448,-44.5133,33.8382,94.9428,87.9428,94.9504,87.9599
6262.143,-44.6506,33.7012,94.9435,87.9435,94.9510,87.9603
6286.936,-44.7879,33.5641,94.9442,87.9442,94.9516,87.9607
6311.827,-44.9252,33.4270,94.9449,87.9449,94.9522,87.9612
6336.816,-45.0625,33.2900,94.9456,87.9456,94.9527,87.9616
6361.904,-45.1997,33.1529,94.9462,87.9462,94.9533,87.9620
6387.092,-45.3370,33.0158,94.9469,87.9469,94.9538,87.9624
6412.379,-45.4743,32.8787,94.9475,87.9475,94.9544,87.9629
6437.767,-45.6116,32.7416,94.9482,87.9482,94.9549,87.9633
6463.255,-45.7489,32.6046,94.9488,87.9488,94.9555,87.9637
6488.844,-45.8862,32.4675,94.9495,87.9495,94.9560,87.9641
6514.534,-46.0234,32.3304,94.9501,87.9501,94.9565,87.9645
6540.326,-46.1607,32.1933,94.9507,87.9507,94.9570,87.9649
6566.220,-46.2980,32.0562,94.9513,87.9513,94.9575,87.9652
6592.216,-46.4353,31.9191,94.9519,87.9519,94.9581,87.9656
6618.316,-46.5726,31.7820,94.9525,87.9525,94.9585,87.9660
6644.519,-46.7099,31.6448,94.9531,87.9531,94.9590,87.9664
6670.825,-46.8471,31.5077,94.9537,87.9537,94.9595,87.9668
6697.236,-46.9844,31.3706,94.9543,87.9543,94.9600,87.9671
6723.751,-47.1217,31.2335,94.9548,87.9548,94.9605,87.9675
6750.372,-47.2590,31.0964,94.9554,87.9554,94.9610,87.9678
6777.097,-47.3963,30.9593,94.9559,87.9559,94.9614,87.9682
6803.929,-47.5335,30.8221,94.9565,87.9565,94.9619,87.9686
6830.866,-47.6708,30.6850,94.9570,87.9570,94.9623,87.9689
6857.911,-47.8081,30.5479,94.9575,87.9575,94.9628,87.9692
6885.062,-47.9454,30.4107,94.9581,87.9581,94.9632,87.9696
6912.321,-48.0827,30.2736,94.9586,87.9586,94.9636,87.9699
6939.688,-48.2200,30.1365,94.9591,87.9591,94.9641,87.9702
6967.163,-48.3572,29.9993,94.9596,87.9596,94.9645,87.9706
6994.747,-48.4945,29.8622,94.9601,87.9601,94.9649,87.9709
7022.440,-48.6318,29.7250,94.9606,87.9606,94.9653,87.9712
7050.243,-48.7691,29.5879,94.9611,87.9611,94.9658,87.9715
7078.156,-48.9064,29.4507,94.9616,87.9616,94.9662,87.9719
7106.179,-49.0437,29.3136,94.9620,87.9620,94.9666,87.9722
7134.314,-49.1809,29.1764,94.9625,87.9625,94.9670,87.9725
7162.559,-49.3182,29.0393,94.9630,87.9630,94.9673,87.9728
